time [µs]	HF [V]	NF [V]	TGC [dB]
8,7	0,053	-0,045	0,157
8,8	0,047	-0,040	0,157
8,9	0,040	0,002	0,157
9,0	0,032	0,028	0,157
9,1	0,024	0,023	0,157
9,2	0,020	0,014	0,140
9,3	0,023	0,015	0,157
9,4	0,030	0,005	0,157
9,5	0,038	-0,022	0,157
9,6	0,039	-0,038	0,157
9,7	0,032	-0,022	0,157
9,8	0,020	0,005	0,157
9,9	0,012	0,010	0,157
10,0	0,010	-0,008	0,140
10,1	0,015	-0,013	0,157
10,2	0,020	0,006	0,157
10,3	0,024	0,022	0,157
10,4	0,024	0,007	0,140
10,5	0,025	-0,022	0,157
10,6	0,028	-0,023	0,157
10,7	0,033	0,009	0,157
10,8	0,036	0,034	0,157
10,9	0,035	0,021	0,157
11,0	0,030	-0,013	0,140
11,1	0,024	-0,025	0,157
11,2	0,022	-0,003	0,157
11,3	0,023	0,021	0,157
11,4	0,026	0,017	0,157
11,5	0,026	-0,008	0,157
11,6	0,022	-0,022	0,157
11,7	0,015	-0,013	0,157
11,8	0,009	0,002	0,157
11,9	0,007	0,003	0,157
12,0	0,007	-0,007	0,140
12,1	0,009	-0,010	0,157
12,2	0,010	-0,001	0,157
12,3	0,010	0,008	0,157
12,4	0,011	0,004	0,087
12,5	0,014	-0,009	0,140
12,6	0,016	-0,016	0,157
12,7	0,015	-0,010	0,157
12,8	0,012	0,001	0,157
12,9	0,007	0,006	0,157
13,0	0,004	0,002	0,157
13,1	0,005	0,000	0,157
13,2	0,009	0,007	0,157
13,3	0,015	0,015	0,157
13,4	0,019	0,012	0,157
13,5	0,020	-0,002	0,157
13,6	0,018	-0,015	0,157
13,7	0,014	-0,014	0,157
13,8	0,010	-0,005	0,157
13,9	0,007	0,002	0,157
14,0	0,006	0,002	0,122
14,1	0,008	0,004	0,157
14,2	0,013	0,013	0,157
14,3	0,020	0,019	0,157
14,4	0,025	0,008	0,157
14,5	0,027	-0,012	0,157
14,6	0,025	-0,024	0,157
14,7	0,018	-0,015	0,157
14,8	0,011	0,001	0,157
14,9	0,007	0,005	0,157
15,0	0,008	-0,006	0,122
15,1	0,012	-0,012	0,157
15,2	0,018	-0,002	0,157
15,3	0,022	0,016	0,157
15,4	0,022	0,021	0,140
15,5	0,019	0,007	0,157
15,6	0,014	-0,008	0,157
15,7	0,009	-0,010	0,157
15,8	0,006	-0,002	0,157
15,9	0,004	0,003	0,157
16,0	0,004	-0,001	0,105
16,1	0,006	-0,006	0,157
16,2	0,007	-0,004	0,157
16,3	0,007	0,003	0,157
16,4	0,006	0,006	0,157
16,5	0,005	0,004	0,157
16,6	0,004	0,001	0,157
16,7	0,004	0,000	0,157
16,8	0,004	0,000	0,157
16,9	0,005	-0,003	0,157
17,0	0,007	-0,007	0,157
17,1	0,007	-0,006	0,157
17,2	0,007	0,000	0,157
17,3	0,006	0,005	0,157
17,4	0,005	0,005	0,140
17,5	0,004	0,001	0,157
17,6	0,003	-0,002	0,157
17,7	0,002	-0,001	0,157
17,8	0,002	0,001	0,157
17,9	0,001	-0,001	0,157
18,0	0,002	-0,003	0,157
18,1	0,003	-0,002	0,157
18,2	0,005	0,003	0,157
18,3	0,006	0,006	0,157
18,4	0,007	0,003	0,157
18,5	0,006	-0,002	0,157
18,6	0,004	-0,004	0,157
18,7	0,003	-0,002	0,157
18,8	0,002	0,001	0,157
18,9	0,004	0,000	0,157
19,0	0,006	-0,005	0,140
19,1	0,007	-0,008	0,157
19,2	0,008	-0,005	0,157
19,3	0,007	0,000	0,157
19,4	0,005	0,004	0,122
19,5	0,003	0,004	0,157
19,6	0,002	0,001	0,157
19,7	0,001	-0,001	0,157
19,8	0,001	0,000	0,157
19,9	0,002	0,000	0,157
20,0	0,003	-0,001	0,157
20,1	0,004	-0,004	0,157
20,2	0,005	-0,005	0,157
20,3	0,005	-0,003	0,157
20,4	0,005	0,000	0,157
20,5	0,005	0,003	0,157
20,6	0,004	0,004	0,140
20,7	0,003	0,003	0,157
20,8	0,003	0,001	0,157
20,9	0,002	0,000	0,157
21,0	0,001	-0,001	0,157
21,1	0,001	0,000	0,157
21,2	0,001	0,001	0,157
21,3	0,001	0,001	0,157
21,4	0,002	0,001	0,157
21,5	0,002	0,000	0,157
21,6	0,002	0,000	0,157
21,7	0,001	-0,001	0,157
21,8	0,001	-0,001	0,157
21,9	0,001	0,000	0,157
22,0	0,002	0,001	0,157
22,1	0,003	0,000	0,157
22,2	0,005	-0,003	0,157
22,3	0,006	-0,005	0,157
22,4	0,006	-0,005	0,157
22,5	0,005	-0,003	0,157
22,6	0,005	0,000	0,157
22,7	0,004	0,001	0,157
22,8	0,005	0,003	0,157
22,9	0,006	0,005	0,157
23,0	0,007	0,007	0,157
23,1	0,007	0,006	0,157
23,2	0,006	0,002	0,157
23,3	0,004	-0,001	0,157
23,4	0,003	-0,001	0,157
23,5	0,002	0,000	0,157
23,6	0,003	0,000	0,157
23,7	0,005	-0,003	0,157
23,8	0,007	-0,006	0,157
23,9	0,007	-0,007	0,157
24,0	0,007	-0,005	0,157
24,1	0,006	-0,001	0,157
24,2	0,006	0,002	0,122
24,3	0,007	0,004	0,157
24,4	0,008	0,007	0,140
24,5	0,008	0,007	0,157
24,6	0,007	0,004	0,157
24,7	0,005	-0,001	0,157
24,8	0,003	-0,002	0,157
24,9	0,002	0,000	0,157
25,0	0,003	0,003	0,157
25,1	0,005	0,002	0,157
25,2	0,007	-0,003	0,157
25,3	0,007	-0,006	0,157
25,4	0,006	-0,006	0,157
25,5	0,004	-0,003	0,157
25,6	0,003	-0,001	0,157
25,7	0,003	0,000	0,157
25,8	0,004	0,001	0,122
25,9	0,005	0,003	0,157
26,0	0,006	0,006	0,157
26,1	0,006	0,005	0,157
26,2	0,006	0,003	0,157
26,3	0,005	0,000	0,157
26,4	0,005	-0,002	0,157
26,5	0,005	-0,004	0,157
26,6	0,005	-0,005	0,157
26,7	0,005	-0,005	0,157
26,8	0,004	-0,003	0,157
26,9	0,004	-0,002	0,157
27,0	0,004	-0,001	0,140
27,1	0,004	0,000	0,157
27,2	0,006	0,001	0,157
27,3	0,007	0,005	0,157
27,4	0,008	0,008	0,157
27,5	0,009	0,008	0,157
27,6	0,008	0,005	0,157
27,7	0,007	0,002	0,157
27,8	0,005	-0,001	0,157
27,9	0,004	-0,002	0,157
28,0	0,003	-0,002	0,157
28,1	0,002	-0,002	0,157
28,2	0,001	-0,001	0,157
28,3	0,001	-0,001	0,157
28,4	0,001	0,000	0,157
28,5	0,001	-0,001	0,157
28,6	0,001	-0,001	0,157
28,7	0,001	-0,001	0,157
28,8	0,001	0,000	0,157
28,9	0,001	0,000	0,157
29,0	0,001	0,000	0,157
29,1	0,001	0,000	0,157
29,2	0,001	-0,001	0,157
29,3	0,001	-0,001	0,157
29,4	0,001	0,000	0,157
29,5	0,002	0,001	0,157
29,6	0,003	0,003	0,157
29,7	0,003	0,003	0,157
29,8	0,003	0,001	0,157
29,9	0,002	-0,001	0,157
30,0	0,002	-0,001	0,157
30,1	0,001	-0,001	0,157
30,2	0,001	0,000	0,157
30,3	0,001	0,000	0,157
30,4	0,001	-0,001	0,157
30,5	0,001	-0,001	0,157
30,6	0,001	-0,001	0,157
30,7	0,000	0,000	0,157
30,8	0,001	0,000	0,157
30,9	0,001	0,001	0,157
31,0	0,002	0,002	0,157
31,1	0,002	0,001	0,157
31,2	0,002	0,000	0,157
31,3	0,001	-0,001	0,157
31,4	0,001	0,000	0,157
31,5	0,001	0,000	0,157
31,6	0,001	-0,001	0,157
31,7	0,002	-0,001	0,157
31,8	0,001	-0,001	0,157
31,9	0,001	-0,001	0,157
32,0	0,000	0,000	0,157
32,1	0,000	0,000	0,157
32,2	0,000	0,000	0,157
32,3	0,001	0,000	0,157
32,4	0,002	0,002	0,157
32,5	0,003	0,002	0,157
32,6	0,003	0,001	0,157
32,7	0,002	0,000	0,157
32,8	0,002	-0,001	0,157
32,9	0,001	-0,001	0,157
33,0	0,001	0,000	0,157
33,1	0,001	0,000	0,157
33,2	0,001	-0,001	0,157
33,3	0,001	-0,001	0,157
33,4	0,001	0,000	0,157
33,5	0,001	0,000	0,157
33,6	0,001	0,000	0,157
33,7	0,001	-0,001	0,157
33,8	0,001	0,000	0,157
33,9	0,001	0,000	0,157
34,0	0,001	0,000	0,157
34,1	0,001	-0,001	0,157
34,2	0,001	0,000	0,157
34,3	0,001	0,000	0,157
34,4	0,001	0,000	0,157
34,5	0,001	0,000	0,157
34,6	0,001	-0,001	0,157
34,7	0,001	0,000	0,157
34,8	0,001	0,000	0,157
34,9	0,001	0,000	0,157
35,0	0,000	-0,001	0,157
35,1	0,000	0,000	0,157
35,2	0,000	0,000	0,157
35,3	0,000	0,000	0,157
35,4	0,001	0,000	0,157
35,5	0,001	0,000	0,157
35,6	0,001	0,000	0,157
35,7	0,001	0,000	0,157
35,8	0,001	0,000	0,157
35,9	0,001	-0,001	0,157
36,0	0,001	-0,001	0,157
36,1	0,001	-0,001	0,157
36,2	0,001	-0,001	0,157
36,3	0,000	0,000	0,157
36,4	0,000	0,000	0,140
36,5	0,000	0,000	0,157
36,6	0,001	0,001	0,157
36,7	0,001	0,001	0,157
36,8	0,001	0,000	0,157
36,9	0,001	0,000	0,157
37,0	0,001	0,000	0,157
37,1	0,001	0,000	0,157
37,2	0,001	0,000	0,157
37,3	0,001	0,000	0,157
37,4	0,001	0,000	0,157
37,5	0,001	0,000	0,157
37,6	0,001	0,000	0,157
37,7	0,000	0,000	0,157
37,8	0,000	0,000	0,157
37,9	0,000	0,000	0,157
38,0	0,001	0,000	0,157
38,1	0,000	0,000	0,157
38,2	0,000	0,000	0,157
38,3	0,000	0,000	0,157
38,4	0,000	0,000	0,157
38,5	0,000	0,000	0,157
38,6	0,000	0,000	0,157
38,7	0,000	0,000	0,157
38,8	0,001	0,000	0,157
38,9	0,001	0,000	0,157
39,0	0,001	0,000	0,157
39,1	0,001	0,000	0,157
39,2	0,001	0,000	0,157
39,3	0,001	0,000	0,157
39,4	0,001	0,000	0,157
39,5	0,001	0,000	0,157
39,6	0,001	0,000	0,157
39,7	0,001	0,000	0,157
39,8	0,000	0,000	0,157
39,9	0,000	0,000	0,157
40,0	0,000	0,000	0,157
40,1	0,000	0,000	0,157
40,2	0,000	0,000	0,157
40,3	0,000	0,000	0,157
40,4	0,000	0,000	0,157
40,5	0,000	0,000	0,157
40,6	0,000	0,000	0,157
40,7	0,001	0,000	0,157
40,8	0,001	0,000	0,157
40,9	0,001	0,000	0,157
41,0	0,001	-0,001	0,157
41,1	0,001	0,000	0,157
41,2	0,001	0,000	0,157
41,3	0,000	0,000	0,157
41,4	0,000	0,000	0,157
41,5	0,000	0,000	0,157
41,6	0,001	0,000	0,157
41,7	0,000	0,000	0,157
41,8	0,000	0,000	0,157
41,9	0,000	0,000	0,157
42,0	0,000	0,000	0,157
42,1	0,000	0,000	0,157
42,2	0,000	0,000	0,157
42,3	0,000	0,000	0,157
42,4	0,000	0,000	0,157
42,5	0,000	0,000	0,157
42,6	0,000	0,000	0,157
42,7	0,000	0,000	0,157
42,8	0,000	0,000	0,157
42,9	0,000	0,000	0,157
43,0	0,000	0,000	0,157
43,1	0,000	0,000	0,157
43,2	0,000	0,000	0,157
43,3	0,000	0,000	0,157
43,4	0,000	0,000	0,157
43,5	0,000	0,000	0,157
43,6	0,000	0,000	0,157
43,7	0,000	0,000	0,157
43,8	0,001	0,000	0,157
43,9	0,000	0,000	0,157
44,0	0,000	0,000	0,157
44,1	0,000	0,000	0,157
44,2	0,000	0,000	0,157
44,3	0,000	0,000	0,157
44,4	0,000	0,000	0,157
44,5	0,000	0,000	0,157
44,6	0,000	0,000	0,157
44,7	0,000	0,000	0,157
44,8	0,000	0,000	0,157
44,9	0,000	0,000	0,157
45,0	0,000	0,000	0,157
45,1	0,000	0,000	0,157
45,2	0,000	0,000	0,157
45,3	0,000	0,000	0,157
45,4	0,000	0,000	0,157
45,5	0,000	0,000	0,157
45,6	0,000	0,000	0,157
45,7	0,000	0,000	0,157
45,8	0,000	0,000	0,157
45,9	0,000	0,000	0,157
46,0	0,000	0,000	0,157
46,1	0,000	0,000	0,157
46,2	0,000	0,000	0,157
46,3	0,000	0,000	0,157
46,4	0,000	0,000	0,157
46,5	0,000	0,000	0,157
46,6	0,000	0,000	0,157
46,7	0,000	0,000	0,157
46,8	0,000	0,000	0,157
46,9	0,001	0,000	0,157
47,0	0,000	0,000	0,157
47,1	0,000	0,000	0,157
47,2	0,000	0,000	0,157
47,3	0,000	0,000	0,157
47,4	0,000	0,000	0,157
47,5	0,000	0,000	0,157
47,6	0,000	0,000	0,157
47,7	0,000	0,000	0,157
47,8	0,000	0,000	0,157
47,9	0,000	0,000	0,157
48,0	0,001	0,000	0,157
48,1	0,001	0,001	0,157
48,2	0,001	0,000	0,157
48,3	0,001	0,000	0,157
48,4	0,001	-0,001	0,157
48,5	0,000	0,000	0,157
48,6	0,000	0,000	0,157
48,7	0,000	0,000	0,157
48,8	0,000	-0,001	0,157
48,9	0,000	0,000	0,157
49,0	0,000	0,000	0,157
49,1	0,000	0,000	0,157
49,2	0,000	0,000	0,157
49,3	0,000	0,000	0,157
49,4	0,000	0,000	0,157
49,5	0,000	0,000	0,157
49,6	0,000	0,000	0,157
49,7	0,000	0,000	0,157
49,8	0,000	0,000	0,157
49,9	0,000	0,000	0,157
50,0	0,001	0,000	0,157
50,1	0,000	-0,001	0,157
50,2	0,000	0,000	0,157
50,3	0,000	0,000	0,157
50,4	0,000	0,000	0,157
50,5	0,000	0,000	0,157
50,6	0,000	-0,001	0,157
50,7	0,000	0,000	0,157
50,8	0,000	0,000	0,157
50,9	0,000	0,000	0,157
51,0	0,001	-0,001	0,157
51,1	0,001	0,000	0,157
51,2	0,002	0,001	0,157
51,3	0,002	0,002	0,157
51,4	0,002	0,001	0,157
51,5	0,001	0,000	0,157
51,6	0,001	-0,001	0,157
51,7	0,001	0,000	0,157
51,8	0,001	0,000	0,157
51,9	0,001	0,000	0,157
52,0	0,001	-0,001	0,157
52,1	0,001	-0,001	0,157
52,2	0,001	0,000	0,157
52,3	0,001	0,000	0,157
52,4	0,001	-0,001	0,157
52,5	0,001	-0,001	0,157
52,6	0,001	0,000	0,157
52,7	0,001	0,000	0,157
52,8	0,001	0,000	0,157
52,9	0,001	-0,001	0,157
53,0	0,001	-0,001	0,157
53,1	0,001	0,000	0,157
53,2	0,001	0,000	0,157
53,3	0,001	-0,001	0,157
53,4	0,001	-0,001	0,140
53,5	0,001	0,000	0,157
53,6	0,001	0,001	0,157
53,7	0,001	0,000	0,157
53,8	0,001	-0,001	0,157
53,9	0,001	-0,001	0,157
54,0	0,001	0,001	0,157
54,1	0,001	0,001	0,157
54,2	0,001	-0,001	0,157
54,3	0,002	-0,002	0,157
54,4	0,002	0,000	0,157
54,5	0,002	0,001	0,157
54,6	0,002	0,000	0,157
54,7	0,002	-0,002	0,157
54,8	0,002	-0,001	0,157
54,9	0,002	0,001	0,157
55,0	0,002	0,001	0,157
55,1	0,002	-0,002	0,157
55,2	0,003	-0,003	0,157
55,3	0,003	0,000	0,157
55,4	0,003	0,003	0,157
55,5	0,003	0,000	0,157
55,6	0,003	-0,003	0,157
55,7	0,003	-0,002	0,157
55,8	0,004	0,002	0,157
55,9	0,004	0,003	0,157
56,0	0,004	-0,002	0,157
56,1	0,004	-0,004	0,157
56,2	0,004	0,000	0,157
56,3	0,005	0,005	0,157
56,4	0,005	0,001	0,157
56,5	0,006	-0,005	0,157
56,6	0,006	-0,004	0,157
56,7	0,006	0,004	0,157
56,8	0,007	0,005	0,157
56,9	0,007	-0,003	0,157
57,0	0,008	-0,008	0,157
57,1	0,008	0,000	0,157
57,2	0,009	0,008	0,157
57,3	0,009	0,003	0,157
57,4	0,010	-0,009	0,157
57,5	0,011	-0,007	0,157
57,6	0,012	0,007	0,157
57,7	0,013	0,010	0,157
57,8	0,014	-0,005	0,157
57,9	0,015	-0,015	0,157
58,0	0,016	0,000	0,157
58,1	0,018	0,017	0,157
58,2	0,020	0,006	0,157
58,3	0,022	-0,020	0,157
58,4	0,024	-0,014	0,157
58,5	0,027	0,021	0,157
58,6	0,035	0,020	0,157
58,7	0,053	-0,039	0,157
58,8	0,084	-0,073	0,157
58,9	0,128	0,014	0,157
59,0	0,178	0,163	0,157
59,1	0,228	0,184	0,157
59,2	0,273	-0,015	0,157
59,3	0,306	-0,264	0,157
59,4	0,323	-0,295	0,157
59,5	0,320	-0,058	0,157
59,6	0,292	0,206	0,157
59,7	0,244	0,239	0,157
59,8	0,184	0,059	0,157
59,9	0,128	-0,095	0,157
60,0	0,090	-0,070	0,157
60,1	0,076	0,044	0,157
60,2	0,079	0,072	0,157
60,3	0,087	-0,011	0,157
60,4	0,086	-0,081	0,157
60,5	0,073	-0,053	0,157
60,6	0,054	0,019	0,157
60,7	0,037	0,036	0,157
60,8	0,030	-0,005	0,157
60,9	0,030	-0,031	0,157
61,0	0,031	-0,006	0,157
61,1	0,030	0,025	0,157
61,2	0,024	0,019	0,122
61,3	0,017	-0,006	0,157
61,4	0,013	-0,009	0,157
61,5	0,013	0,010	0,157
61,6	0,016	0,017	0,157
61,7	0,019	-0,001	0,157
61,8	0,020	-0,018	0,157
61,9	0,020	-0,008	0,157
62,0	0,018	0,012	0,157
62,1	0,015	0,017	0,157
62,2	0,011	0,004	0,122
62,3	0,008	-0,005	0,157
62,4	0,007	0,001	0,157
62,5	0,009	0,010	0,157
62,6	0,011	0,007	0,157
62,7	0,012	-0,004	0,157
62,8	0,011	-0,010	0,157
62,9	0,009	-0,007	0,157
63,0	0,005	-0,004	0,157
63,1	0,004	-0,003	0,157
63,2	0,004	-0,003	0,157
63,3	0,005	0,000	0,157
63,4	0,006	0,003	0,157
63,5	0,006	0,005	0,157
63,6	0,005	0,005	0,157
63,7	0,005	0,004	0,157
63,8	0,004	0,003	0,157
63,9	0,004	0,000	0,157
64,0	0,003	-0,001	0,157
64,1	0,002	0,000	0,157
64,2	0,003	0,001	0,157
64,3	0,004	-0,001	0,157
64,4	0,006	-0,005	0,157
64,5	0,006	-0,006	0,157
64,6	0,005	-0,002	0,157
64,7	0,003	0,001	0,157
64,8	0,001	0,000	0,157
64,9	0,002	-0,002	0,157
65,0	0,005	0,000	0,157
65,1	0,008	0,006	0,157
65,2	0,009	0,008	0,157
65,3	0,008	0,005	0,157
65,4	0,006	0,001	0,157
65,5	0,004	-0,001	0,157
65,6	0,003	-0,001	0,157
65,7	0,004	-0,002	0,157
65,8	0,005	-0,004	0,157
65,9	0,005	-0,005	0,157
66,0	0,004	-0,003	0,157
66,1	0,003	-0,001	0,157
66,2	0,002	-0,001	0,157
66,3	0,003	-0,001	0,157
66,4	0,005	0,002	0,157
66,5	0,007	0,006	0,157
66,6	0,007	0,007	0,157
66,7	0,006	0,003	0,140
66,8	0,004	-0,001	0,157
66,9	0,002	-0,002	0,157
67,0	0,001	0,000	0,140
67,1	0,001	0,001	0,157
67,2	0,001	0,000	0,157
67,3	0,002	-0,001	0,157
67,4	0,001	-0,001	0,157
67,5	0,001	0,000	0,157
67,6	0,001	0,000	0,157
67,7	0,001	0,000	0,157
67,8	0,001	-0,001	0,157
67,9	0,001	0,000	0,157
68,0	0,001	0,000	0,157
68,1	0,000	0,000	0,157
68,2	0,000	0,000	0,157
68,3	0,001	0,000	0,157
68,4	0,001	0,001	0,157
68,5	0,001	0,001	0,157
68,6	0,001	0,000	0,157
68,7	0,001	-0,001	0,157
68,8	0,001	0,000	0,157
68,9	0,001	0,000	0,157
69,0	0,001	0,000	0,157
69,1	0,001	-0,001	0,157
69,2	0,001	-0,001	0,157
69,3	0,000	0,000	0,157
69,4	0,000	0,000	0,157
69,5	0,000	0,000	0,157
69,6	0,000	0,000	0,157
69,7	0,001	0,000	0,157
69,8	0,001	0,000	0,157
69,9	0,001	0,000	0,157
70,0	0,001	-0,001	0,157
70,1	0,001	-0,001	0,157
70,2	0,001	0,000	0,157
70,3	0,001	0,000	0,157
70,4	0,001	0,000	0,157
70,5	0,001	-0,001	0,157
70,6	0,000	0,000	0,157
70,7	0,000	0,000	0,157
70,8	0,000	0,000	0,140
70,9	0,000	-0,001	0,157
71,0	0,001	-0,001	0,157
71,1	0,001	0,000	0,157
71,2	0,000	0,000	0,157
71,3	0,000	0,000	0,157
71,4	0,000	0,001	0,140
71,5	0,001	0,001	0,157
71,6	0,001	0,001	0,157
71,7	0,001	0,000	0,157
71,8	0,001	0,000	0,157
71,9	0,001	0,000	0,157
72,0	0,001	-0,001	0,157
72,1	0,001	-0,001	0,157
72,2	0,001	-0,001	0,157
72,3	0,001	-0,001	0,157
72,4	0,001	-0,001	0,122
72,5	0,000	0,000	0,140
72,6	0,000	0,000	0,140
72,7	0,000	0,000	0,157
72,8	0,001	0,000	0,157
72,9	0,001	0,000	0,157
73,0	0,001	0,000	0,157
73,1	0,001	0,000	0,157
73,2	0,001	0,000	0,140
73,3	0,001	0,000	0,157
73,4	0,001	0,000	0,157
73,5	0,001	0,000	0,157
73,6	0,001	0,000	0,157
73,7	0,001	0,000	0,157
73,8	0,000	0,000	0,157
73,9	0,000	0,000	0,157
74,0	0,000	0,000	0,157
74,1	0,000	0,000	0,157
74,2	0,000	0,000	0,157
74,3	0,000	0,000	0,157
74,4	0,000	0,000	0,157
74,5	0,000	0,000	0,157
74,6	0,000	0,000	0,157
74,7	0,000	0,000	0,157
74,8	0,000	0,000	0,157
74,9	0,000	0,000	0,157
75,0	0,000	0,000	0,157
75,1	0,000	0,000	0,157
75,2	0,000	0,000	0,157
75,3	0,000	0,000	0,157
75,4	0,000	0,000	0,157
75,5	0,000	0,000	0,157
75,6	0,000	0,000	0,157
75,7	0,000	0,000	0,140
75,8	0,000	0,000	0,157
75,9	0,000	0,000	0,157
76,0	0,001	0,000	0,157
76,1	0,001	0,000	0,157
76,2	0,000	0,000	0,157
76,3	0,000	0,000	0,157
76,4	0,000	0,000	0,157
76,5	0,000	0,000	0,157
76,6	0,000	0,000	0,157
76,7	0,000	0,000	0,157
76,8	0,000	0,000	0,157
76,9	0,000	0,000	0,157
77,0	0,000	0,000	0,157
77,1	0,000	0,000	0,157
77,2	0,000	0,000	0,157
77,3	0,000	0,000	0,157
77,4	0,000	0,000	0,157
77,5	0,000	0,000	0,157
77,6	0,000	0,000	0,157
77,7	0,000	0,000	0,157
77,8	0,000	0,000	0,157
77,9	0,000	0,000	0,157
78,0	0,000	0,000	0,157
78,1	0,000	0,000	0,157
78,2	0,000	0,000	0,157
78,3	0,000	0,000	0,157
78,4	0,000	0,000	0,157
78,5	0,000	0,000	0,157
78,6	0,000	0,000	0,157
78,7	0,000	0,000	0,157
78,8	0,000	0,000	0,157
78,9	0,000	0,000	0,157
79,0	0,000	0,000	0,157
79,1	0,000	0,000	0,157
79,2	0,000	0,000	0,157
79,3	0,000	0,000	0,157
79,4	0,000	0,000	0,157
79,5	0,001	-0,001	0,157
79,6	0,001	-0,001	0,157
79,7	0,001	-0,001	0,157
79,8	0,001	-0,001	0,157
79,9	0,001	0,000	0,157
80,0	0,001	0,000	0,157
80,1	0,000	0,000	0,157
80,2	0,001	0,000	0,157
80,3	0,001	0,000	0,157
80,4	0,001	0,000	0,157
80,5	0,001	0,000	0,157
80,6	0,000	0,000	0,157
80,7	0,000	0,000	0,157
80,8	0,000	0,000	0,157
80,9	0,000	0,000	0,157
81,0	0,000	0,000	0,157
81,1	0,000	0,000	0,157
81,2	0,000	0,000	0,157
81,3	0,000	0,000	0,157
81,4	0,000	0,000	0,157
81,5	0,000	0,000	0,157
81,6	0,000	0,000	0,157
81,7	0,000	0,000	0,157
81,8	0,000	0,000	0,157
81,9	0,000	0,000	0,157
82,0	0,000	0,000	0,157
82,1	0,000	0,000	0,157
82,2	0,000	0,000	0,157
82,3	0,000	0,000	0,157
82,4	0,000	0,000	0,157
82,5	0,000	0,000	0,157
82,6	0,000	0,000	0,157
82,7	0,000	0,000	0,157
82,8	0,000	0,000	0,157
82,9	0,000	0,000	0,157
83,0	0,000	0,000	0,157
83,1	0,000	0,000	0,157
83,2	0,000	0,000	0,157
83,3	0,000	0,000	0,157
83,4	0,000	0,000	0,157
83,5	0,000	0,000	0,157
83,6	0,000	0,000	0,157
83,7	0,000	0,000	0,157
83,8	0,000	0,000	0,157
83,9	0,000	0,000	0,157
84,0	0,000	0,000	0,157
84,1	0,000	0,000	0,157
84,2	0,000	0,000	0,157
84,3	0,000	0,000	0,157
84,4	0,000	0,000	0,157
84,5	0,001	0,000	0,157
84,6	0,001	0,000	0,157
84,7	0,001	0,000	0,157
84,8	0,001	0,000	0,157
84,9	0,001	0,001	0,157
85,0	0,001	0,001	0,157
85,1	0,002	0,002	0,157
85,2	0,002	0,001	0,157
85,3	0,002	-0,001	0,157
85,4	0,002	-0,002	0,157
