depth[mm]	HF [V]	NF [V]	TGC [dB]
-1,4	0,334	0,066	0,017
-1,3	0,477	0,475	0,157
-1,1	0,638	0,444	-0,157
-1,0	0,744	-0,111	-0,157
-0,8	0,734	-0,621	0,367
-0,7	0,617	-0,629	0,630
-0,6	0,489	-0,379	0,315
-0,4	0,484	-0,324	0,000
-0,3	0,669	-0,312	-0,157
-0,1	0,976	0,174	-0,157
0,0	1,231	0,988	0,000
0,1	1,277	1,202	0,192
0,3	1,103	0,354	0,140
0,4	0,862	-0,662	0,035
0,6	0,762	-0,588	-0,017
0,7	0,895	0,480	-0,087
0,8	1,161	1,106	0,000
1,0	1,337	0,385	0,157
1,1	1,267	-0,826	0,157
1,3	0,989	-1,060	0,017
1,4	0,709	-0,184	0,000
1,5	0,626	0,514	0,000
1,7	0,767	0,112	0,035
1,8	0,971	-0,795	0,157
1,9	1,026	-1,044	0,105
2,1	0,853	-0,459	0,000
2,2	0,563	0,110	0,000
2,4	0,352	0,069	0,017
2,5	0,334	-0,226	0,070
2,6	0,456	-0,165	0,105
2,8	0,563	0,227	0,000
2,9	0,537	0,451	0,000
3,1	0,397	0,309	0,000
3,2	0,256	0,111	0,035
3,3	0,216	0,152	0,000
3,5	0,277	0,331	0,000
3,6	0,359	0,392	0,000
3,8	0,383	0,307	0,035
3,9	0,339	0,244	0,000
4,0	0,279	0,270	0,000
4,2	0,257	0,286	0,000
4,3	0,275	0,211	0,052
4,4	0,291	0,103	0,000
4,6	0,270	0,044	0,000
4,7	0,217	0,030	0,000
4,9	0,168	0,009	0,035
5,0	0,149	-0,032	0,000
5,1	0,151	-0,064	0,000
5,3	0,147	-0,073	0,017
5,4	0,121	-0,065	0,000
5,6	0,089	-0,050	0,000
5,7	0,080	-0,039	0,000
5,8	0,103	-0,059	0,000
6,0	0,139	-0,111	0,000
6,1	0,153	-0,147	0,000
6,3	0,131	-0,108	0,000
6,4	0,090	-0,011	0,000
6,5	0,062	0,055	0,000
6,7	0,067	0,028	0,000
6,8	0,092	-0,055	0,000
6,9	0,109	-0,104	0,000
7,1	0,097	-0,078	0,000
7,2	0,062	-0,014	0,000
7,4	0,029	0,021	0,000
7,5	0,023	0,002	0,000
7,6	0,044	-0,045	0,000
7,8	0,073	-0,069	0,000
7,9	0,085	-0,039	0,017
8,1	0,072	0,018	0,000
8,2	0,044	0,047	0,000
8,3	0,022	0,022	0,000
8,5	0,021	-0,012	0,000
8,6	0,044	0,009	0,000
8,8	0,082	0,079	0,000
8,9	0,123	0,105	0,000
9,0	0,156	0,023	0,000
9,2	0,174	-0,113	0,000
9,3	0,173	-0,172	0,000
9,5	0,152	-0,097	0,000
9,6	0,118	0,027	0,017
9,7	0,081	0,078	0,000
9,9	0,053	0,029	0,000
10,0	0,040	-0,031	0,000
10,1	0,039	-0,027	0,000
10,3	0,044	0,023	0,000
10,4	0,048	0,047	0,000
10,6	0,047	0,016	0,000
10,7	0,042	-0,028	0,000
10,8	0,037	-0,037	0,000
11,0	0,032	-0,011	0,000
11,1	0,028	0,016	0,000
11,3	0,026	0,025	0,000
11,4	0,025	0,022	0,000
11,5	0,026	0,016	0,000
11,7	0,030	0,001	0,000
11,8	0,034	-0,021	0,000
12,0	0,033	-0,033	0,017
12,1	0,028	-0,021	0,035
12,2	0,019	0,002	0,000
12,4	0,011	0,009	0,000
12,5	0,007	-0,002	0,000
12,6	0,009	-0,010	0,000
12,8	0,013	0,001	0,000
12,9	0,017	0,016	0,000
13,1	0,019	0,009	0,000
13,2	0,020	-0,015	0,000
13,3	0,024	-0,022	0,000
13,5	0,029	0,001	0,000
13,6	0,032	0,029	0,000
13,8	0,033	0,027	0,000
13,9	0,029	-0,003	0,000
14,0	0,024	-0,023	0,000
14,2	0,021	-0,011	0,000
14,3	0,022	0,016	0,017
14,5	0,025	0,023	0,000
14,6	0,027	0,001	0,000
14,7	0,026	-0,021	0,000
14,9	0,021	-0,020	0,000
15,0	0,015	-0,002	0,000
15,2	0,009	0,008	0,000
15,3	0,006	0,002	0,000
15,4	0,006	-0,006	0,000
15,6	0,007	-0,003	0,000
15,7	0,008	0,006	0,017
15,8	0,010	0,007	0,017
16,0	0,012	-0,004	0,000
16,1	0,013	-0,013	0,000
16,3	0,012	-0,009	0,017
16,4	0,009	0,001	0,000
16,5	0,005	0,005	0,052
16,7	0,003	0,000	0,000
16,8	0,005	-0,002	0,000
17,0	0,010	0,007	0,000
17,1	0,016	0,016	0,035
17,2	0,020	0,012	0,000
17,4	0,019	-0,003	0,000
17,5	0,015	-0,013	0,000
17,7	0,009	-0,010	0,017
17,8	0,005	-0,001	0,000
17,9	0,003	-0,001	0,017
18,1	0,005	-0,005	0,000
18,2	0,011	0,000	0,000
18,3	0,018	0,015	0,000
18,5	0,025	0,024	0,017
18,6	0,030	0,011	0,000
18,8	0,030	-0,015	0,070
18,9	0,027	-0,027	0,000
19,0	0,020	-0,015	0,035
19,2	0,014	0,004	0,000
19,3	0,010	0,008	0,017
19,5	0,010	-0,005	0,000
19,6	0,013	-0,014	0,000
19,7	0,018	-0,005	0,000
19,9	0,021	0,013	0,052
20,0	0,022	0,020	0,000
20,2	0,019	0,010	0,000
20,3	0,014	-0,004	0,000
20,4	0,009	-0,009	0,035
20,6	0,005	-0,004	0,000
20,7	0,003	0,001	0,000
20,8	0,003	-0,001	0,000
21,0	0,004	-0,005	0,000
21,1	0,005	-0,005	0,000
21,3	0,006	0,001	0,000
21,4	0,007	0,006	0,000
21,5	0,007	0,005	0,035
21,7	0,007	0,000	0,000
21,8	0,006	-0,004	0,017
22,0	0,004	-0,004	0,000
22,1	0,003	-0,003	0,035
22,2	0,002	-0,002	0,000
22,4	0,002	-0,001	0,000
22,5	0,002	0,001	0,000
22,7	0,003	0,003	0,017
22,8	0,004	0,004	0,000
22,9	0,005	0,002	0,000
23,1	0,004	-0,001	0,017
23,2	0,004	-0,002	0,052
23,4	0,003	-0,002	0,000
23,5	0,002	-0,002	0,000
23,6	0,002	-0,002	0,000
23,8	0,003	-0,001	0,035
23,9	0,004	0,002	0,000
24,0	0,006	0,006	0,017
24,2	0,007	0,004	0,000
24,3	0,006	-0,001	0,017
24,5	0,005	-0,005	0,000
24,6	0,004	-0,003	0,035
24,7	0,003	0,001	0,000
24,9	0,004	0,002	0,000
25,0	0,005	-0,002	0,000
25,2	0,006	-0,006	0,000
25,3	0,006	-0,005	0,000
25,4	0,005	0,000	0,070
25,6	0,004	0,004	0,000
25,7	0,003	0,002	0,000
25,9	0,002	-0,001	0,000
26,0	0,002	-0,001	0,035
26,1	0,002	0,001	0,000
26,3	0,003	0,001	0,035
26,4	0,005	-0,002	0,017
26,5	0,006	-0,006	0,017
26,7	0,006	-0,006	0,000
26,8	0,006	-0,003	0,017
27,0	0,005	0,000	0,000
27,1	0,004	0,003	0,000
