depth[mm]	HF [V]	NF [V]	TGC [dB]
47,0	0,020	0,001	9,606
47,1	0,019	-0,006	9,606
47,3	0,017	-0,011	9,606
47,4	0,016	-0,014	9,606
47,5	0,015	-0,015	9,606
47,7	0,014	-0,014	9,606
47,8	0,013	-0,010	9,624
48,0	0,012	-0,006	9,606
48,1	0,011	-0,001	9,624
48,2	0,010	0,003	9,641
48,4	0,010	0,006	9,676
48,5	0,009	0,008	9,659
48,6	0,008	0,008	9,694
48,8	0,007	0,006	9,606
48,9	0,007	0,003	9,624
49,1	0,006	0,001	9,624
49,2	0,006	0,000	9,729
49,3	0,005	-0,001	9,676
49,5	0,005	-0,003	9,746
49,6	0,005	-0,006	9,729
49,8	0,005	-0,007	9,746
49,9	0,005	-0,006	9,729
50,0	0,005	-0,003	9,746
50,2	0,005	0,000	9,764
50,3	0,005	0,003	9,764
50,5	0,005	0,003	9,764
50,6	0,006	0,000	9,764
50,7	0,006	-0,003	9,764
50,9	0,007	-0,006	9,764
51,0	0,007	-0,007	9,764
51,2	0,008	-0,007	9,764
51,3	0,008	-0,005	9,764
51,4	0,009	-0,001	9,764
51,6	0,009	0,005	9,764
51,7	0,009	0,009	9,764
51,8	0,010	0,010	9,764
52,0	0,010	0,007	9,764
52,1	0,010	0,002	9,764
52,3	0,010	-0,003	9,764
52,4	0,009	-0,006	9,764
52,5	0,009	-0,009	9,764
52,7	0,009	-0,009	9,764
52,8	0,008	-0,007	9,764
53,0	0,007	-0,004	9,781
53,1	0,007	-0,001	9,834
53,2	0,006	0,002	9,799
53,4	0,006	0,003	9,834
53,5	0,005	0,002	9,834
53,7	0,004	0,000	9,904
53,8	0,004	-0,001	9,834
53,9	0,003	0,000	9,904
54,1	0,003	0,001	9,869
54,2	0,003	0,003	9,921
54,3	0,003	0,004	9,921
54,5	0,003	0,003	9,921
54,6	0,004	0,002	9,921
54,8	0,004	0,002	9,921
54,9	0,005	0,000	9,921
55,0	0,006	-0,003	9,921
55,2	0,007	-0,007	9,921
55,3	0,009	-0,008	9,921
55,5	0,010	-0,006	9,921
55,6	0,011	0,000	9,921
55,7	0,013	0,007	9,921
55,9	0,014	0,014	9,921
56,0	0,016	0,017	9,921
56,2	0,017	0,016	9,921
56,3	0,017	0,009	9,939
56,4	0,018	0,001	9,939
56,6	0,018	-0,007	9,956
56,7	0,017	-0,011	9,991
56,9	0,016	-0,011	9,956
57,0	0,013	-0,009	10,061
57,1	0,011	-0,005	9,921
57,3	0,008	0,000	9,956
57,4	0,005	0,005	9,991
57,5	0,002	0,008	10,061
57,7	0,000	0,007	9,974
57,8	0,001	0,005	10,079
58,0	0,001	0,003	10,079
58,1	0,002	0,002	10,079
58,2	0,006	-0,001	10,079
58,4	0,013	-0,005	10,079
58,5	0,022	-0,006	10,079
58,7	0,034	0,007	10,079
58,8	0,047	0,032	10,079
58,9	0,062	0,054	10,079
59,1	0,077	0,046	10,079
59,2	0,093	-0,004	10,079
59,4	0,108	-0,079	10,079
59,5	0,123	-0,133	10,079
59,6	0,137	-0,127	10,079
59,8	0,149	-0,052	10,079
59,9	0,160	0,055	10,079
60,0	0,171	0,144	10,079
60,2	0,180	0,178	10,079
60,3	0,189	0,156	10,079
60,5	0,197	0,094	10,079
60,6	0,205	0,009	10,079
60,7	0,212	-0,086	10,079
60,9	0,220	-0,174	10,096
61,0	0,226	-0,225	10,079
61,2	0,232	-0,206	10,166
61,3	0,236	-0,110	10,096
61,4	0,238	0,033	10,166
61,6	0,237	0,165	10,096
61,7	0,234	0,234	10,166
61,9	0,228	0,221	10,166
62,0	0,220	0,142	10,236
62,1	0,208	0,032	10,184
62,3	0,195	-0,071	10,219
62,4	0,179	-0,139	10,219
62,6	0,163	-0,158	10,236
62,7	0,146	-0,129	10,236
62,8	0,129	-0,071	10,236
63,0	0,113	-0,007	10,236
63,1	0,098	0,041	10,236
63,2	0,084	0,066	10,236
63,4	0,073	0,071	10,236
63,5	0,063	0,062	10,236
63,7	0,054	0,046	10,236
63,8	0,048	0,026	10,219
63,9	0,042	0,004	10,236
64,1	0,038	-0,014	10,236
64,2	0,035	-0,025	10,236
64,4	0,033	-0,029	10,236
64,5	0,031	-0,029	10,236
64,6	0,029	-0,024	10,236
64,8	0,028	-0,017	10,236
64,9	0,026	-0,005	10,236
65,1	0,024	0,007	10,236
65,2	0,022	0,016	10,236
65,3	0,020	0,019	10,254
65,5	0,018	0,017	10,236
65,6	0,016	0,014	10,306
65,7	0,014	0,010	10,271
65,9	0,012	0,005	10,376
66,0	0,010	-0,001	10,341
66,2	0,008	-0,005	10,359
66,3	0,006	-0,007	10,359
66,4	0,005	-0,005	10,394
66,6	0,004	-0,002	10,359
66,7	0,003	0,000	10,324
66,9	0,003	0,000	10,341
67,0	0,003	0,000	10,359
67,1	0,003	0,000	10,394
67,3	0,003	0,000	10,394
67,4	0,004	0,001	10,394
67,6	0,005	0,002	10,394
67,7	0,006	0,005	10,376
67,8	0,006	0,008	10,394
68,0	0,007	0,009	10,394
68,1	0,008	0,007	10,394
68,2	0,009	0,003	10,394
68,4	0,010	-0,003	10,394
68,5	0,011	-0,007	10,394
68,7	0,011	-0,010	10,394
68,8	0,012	-0,009	10,394
68,9	0,012	-0,005	10,394
69,1	0,012	0,002	10,394
69,2	0,012	0,008	10,394
69,4	0,012	0,013	10,394
69,5	0,012	0,013	10,394
69,6	0,012	0,008	10,394
69,8	0,011	0,002	10,411
69,9	0,011	-0,004	10,394
70,1	0,010	-0,007	10,394
70,2	0,009	-0,009	10,394
70,3	0,008	-0,008	10,429
70,5	0,007	-0,005	10,394
70,6	0,006	0,000	10,429
70,8	0,005	0,003	10,394
70,9	0,005	0,005	10,534
71,0	0,004	0,004	10,446
71,2	0,004	0,002	10,516
71,3	0,004	0,000	10,516
71,4	0,004	-0,001	10,551
71,6	0,004	0,000	10,534
71,7	0,005	0,002	10,551
71,9	0,005	0,005	10,551
72,0	0,006	0,008	10,551
72,1	0,007	0,009	10,551
72,3	0,008	0,007	10,551
72,4	0,008	0,002	10,551
72,6	0,009	-0,003	10,551
72,7	0,009	-0,007	10,551
72,8	0,010	-0,007	10,551
73,0	0,010	-0,006	10,551
73,1	0,010	-0,002	10,551
73,3	0,009	0,003	10,551
73,4	0,009	0,007	10,534
73,5	0,008	0,009	10,499
73,7	0,007	0,009	10,429
73,8	0,006	0,005	10,394
73,9	0,006	0,001	10,306
74,1	0,005	-0,002	10,184
74,2	0,004	-0,003	8,346
74,4	0,003	-0,002	3,762
74,5	0,003	0,000	1,785
74,6	0,002	0,001	1,102
74,8	0,002	0,001	0,787
74,9	0,002	0,001	0,630
75,1	0,002	0,001	0,472
75,2	0,002	0,000	0,315
75,3	0,002	-0,001	0,315
75,5	0,002	-0,002	0,192
75,6	0,002	-0,002	0,157
75,8	0,002	-0,001	0,157
75,9	0,002	0,000	0,157
76,0	0,001	0,001	0,070
76,2	0,001	0,001	0,122
76,3	0,001	0,001	0,035
76,5	0,001	0,001	0,052
76,6	0,001	0,001	0,000
76,7	0,001	0,001	0,035
76,9	0,001	0,000	0,000
77,0	0,001	0,000	0,035
77,1	0,002	0,000	0,000
77,3	0,002	0,001	0,017
77,4	0,003	0,002	0,000
77,6	0,003	0,003	0,087
77,7	0,004	0,003	0,000
77,8	0,004	0,001	0,000
78,0	0,003	0,001	0,000
78,1	0,002	0,000	0,017
78,3	0,001	0,000	0,000
78,4	0,000	0,000	0,000
78,5	0,001	0,000	0,000
78,7	0,003	0,001	0,000
78,8	0,003	0,001	0,000
79,0	0,003	0,001	0,000
79,1	0,002	0,001	0,000
79,2	0,001	0,001	0,000
79,4	0,005	-0,001	0,000
79,5	0,012	-0,007	0,000
79,6	0,021	-0,012	0,000
79,8	0,032	-0,005	0,000
79,9	0,045	0,021	0,000
80,1	0,060	0,054	0,000
80,2	0,076	0,071	0,000
80,3	0,093	0,046	0,017
80,5	0,111	-0,020	0,000
80,6	0,129	-0,100	0,000
80,8	0,145	-0,150	0,000
80,9	0,161	-0,140	0,000
81,0	0,175	-0,069	0,000
81,2	0,187	0,037	0,000
81,3	0,197	0,136	0,000
81,5	0,205	0,195	0,000
81,6	0,210	0,194	0,000
81,7	0,212	0,131	0,000
81,9	0,213	0,023	0,000
82,0	0,211	-0,093	0,035
82,1	0,207	-0,179	0,000
82,3	0,201	-0,204	0,000
82,4	0,194	-0,166	0,000
82,6	0,185	-0,084	0,000
82,7	0,175	0,010	0,000
82,8	0,165	0,089	0,000
83,0	0,154	0,135	0,000
83,1	0,142	0,142	0,017
83,3	0,130	0,111	0,000
83,4	0,119	0,055	0,000
83,5	0,107	-0,007	0,000
83,7	0,096	-0,055	0,000
83,8	0,086	-0,077	0,000
84,0	0,076	-0,074	0,017
84,1	0,067	-0,055	0,000
84,2	0,059	-0,030	0,017
84,4	0,051	-0,004	-0,017
84,5	0,045	0,016	0,017
84,7	0,039	0,030	0,017
84,8	0,034	0,034	0,000
84,9	0,030	0,031	0,000
85,1	0,027	0,023	0,035
85,2	0,024	0,013	0,000
85,3	0,021	0,003	0,035
85,5	0,019	-0,005	0,000
85,6	0,018	-0,011	0,017
85,8	0,016	-0,014	0,000
85,9	0,015	-0,014	0,035
86,0	0,013	-0,010	0,000
86,2	0,012	-0,005	0,000
86,3	0,010	0,002	0,000
86,5	0,009	0,007	0,000
86,6	0,008	0,009	0,000
86,7	0,006	0,007	0,000
86,9	0,005	0,003	0,000
87,0	0,004	0,000	0,035
87,2	0,004	-0,001	0,000
87,3	0,003	-0,001	0,017
87,4	0,003	0,001	0,000
87,6	0,003	0,002	0,017
87,7	0,003	0,004	0,000
87,8	0,004	0,004	0,000
88,0	0,004	0,003	0,000
88,1	0,005	0,000	0,000
88,3	0,005	-0,003	0,000
88,4	0,006	-0,005	0,035
88,5	0,006	-0,006	0,000
88,7	0,007	-0,005	0,035
88,8	0,007	-0,002	0,000
89,0	0,007	0,003	0,000
89,1	0,006	0,006	0,000
89,2	0,006	0,007	0,000
89,4	0,006	0,005	0,000
89,5	0,005	0,003	0,000
89,7	0,005	0,001	0,000
89,8	0,004	0,000	0,035
89,9	0,004	-0,001	0,000
90,1	0,004	-0,004	0,017
90,2	0,004	-0,004	0,000
90,4	0,004	-0,003	0,017
90,5	0,004	-0,001	0,000
90,6	0,004	0,001	0,000
90,8	0,005	0,000	0,000
90,9	0,005	0,001	0,017
91,0	0,005	0,004	0,000
91,2	0,006	0,007	0,000
91,3	0,006	0,008	0,000
91,5	0,006	0,006	0,000
91,6	0,007	0,003	0,000
91,7	0,007	0,001	0,017
91,9	0,007	-0,001	0,017
92,0	0,006	-0,003	0,035
92,2	0,006	-0,005	0,000
92,3	0,006	-0,005	0,000
92,4	0,005	-0,004	0,000
92,6	0,005	-0,001	0,000
92,7	0,004	0,002	0,000
92,9	0,004	0,004	0,000
93,0	0,003	0,004	0,000
93,1	0,003	0,003	0,000
93,3	0,002	0,001	0,000
93,4	0,002	0,000	0,052
93,5	0,002	0,000	0,000
93,7	0,001	0,000	0,000
93,8	0,001	0,001	0,017
94,0	0,001	0,001	0,035
94,1	0,001	0,001	0,000
94,2	0,001	0,002	0,000
94,4	0,001	0,002	0,000
94,5	0,002	0,001	0,000
94,7	0,002	0,000	0,000
94,8	0,003	-0,001	0,000
94,9	0,003	-0,002	0,000
95,1	0,003	-0,002	0,000
95,2	0,004	-0,001	0,000
95,4	0,004	0,000	0,035
95,5	0,004	0,002	0,000
95,6	0,004	0,005	0,000
95,8	0,004	0,006	0,000
95,9	0,004	0,004	0,000
96,0	0,004	0,002	0,000
96,2	0,003	0,000	0,000
96,3	0,003	0,000	0,000
96,5	0,002	0,000	0,035
96,6	0,002	0,000	0,017
96,7	0,001	0,001	0,000
96,9	0,001	0,001	0,000
97,0	0,000	0,001	0,017
97,2	0,000	0,001	0,000
97,3	0,000	0,001	0,000
97,4	0,000	0,000	0,000
97,6	0,001	0,000	0,035
97,7	0,001	0,000	0,000
97,9	0,002	0,000	0,000
98,0	0,002	0,001	0,000
98,1	0,003	0,002	0,000
98,3	0,004	0,004	0,000
98,4	0,005	0,004	0,017
98,6	0,006	0,002	0,000
98,7	0,006	-0,002	0,035
98,8	0,007	-0,006	0,000
99,0	0,008	-0,008	0,000
99,1	0,008	-0,005	0,000
99,2	0,009	0,001	0,000
99,4	0,009	0,006	0,000
99,5	0,009	0,009	0,000
99,7	0,009	0,009	0,000
99,8	0,009	0,007	0,000
99,9	0,009	0,003	0,000
100,1	0,009	-0,001	0,035
100,2	0,009	-0,005	0,000
100,4	0,010	-0,008	0,017
100,5	0,010	-0,008	0,000
100,6	0,010	-0,004	0,000
100,8	0,009	0,001	0,000
100,9	0,009	0,006	0,000
101,1	0,009	0,009	0,000
101,2	0,009	0,009	0,000
101,3	0,008	0,007	0,017
101,5	0,007	0,003	0,017
101,6	0,007	-0,002	0,000
101,7	0,006	-0,004	0,017
101,9	0,005	-0,004	0,000
102,0	0,004	-0,002	0,017
102,2	0,003	0,001	0,000
102,3	0,002	0,001	0,000
102,4	0,002	0,001	0,000
102,6	0,001	0,001	0,000
102,7	0,001	0,001	0,000
102,9	0,001	0,001	0,000
103,0	0,000	0,001	0,000
103,1	0,000	0,000	0,000
103,3	0,001	0,001	0,000
103,4	0,001	0,001	0,035
103,6	0,001	0,001	0,000
103,7	0,001	0,001	0,000
103,8	0,001	0,001	0,000
104,0	0,001	0,001	0,017
104,1	0,001	0,001	0,017
104,3	0,001	0,000	0,070
104,4	0,001	0,000	0,000
104,5	0,001	0,000	0,000
104,7	0,001	0,001	0,000
104,8	0,001	0,001	0,017
104,9	0,001	0,001	0,000
105,1	0,001	0,001	0,000
105,2	0,001	0,000	0,000
105,4	0,001	0,000	0,052
105,5	0,001	0,001	0,000
105,6	0,001	0,001	0,017
105,8	0,001	0,001	0,000
105,9	0,001	0,001	0,070
106,1	0,001	0,001	0,000
106,2	0,001	0,001	0,000
106,3	0,001	0,000	0,000
106,5	0,001	0,000	0,000
106,6	0,001	0,000	0,000
106,8	0,001	0,000	0,000
106,9	0,001	0,001	0,000
107,0	0,001	0,001	0,000
107,2	0,001	0,001	0,000
107,3	0,001	0,001	0,000
107,4	0,001	0,001	0,000
107,6	0,001	0,001	0,000
107,7	0,001	0,001	0,000
107,9	0,001	0,001	0,017
108,0	0,001	0,001	0,000
108,1	0,001	0,001	0,000
108,3	0,001	0,001	0,000
108,4	0,001	0,001	0,035
108,6	0,001	0,001	0,000
108,7	0,001	0,001	0,017
108,8	0,001	0,001	0,000
109,0	0,001	0,001	0,000
109,1	0,001	0,001	0,000
109,3	0,001	0,001	0,017
109,4	0,001	0,001	0,000
109,5	0,001	0,001	0,035
109,7	0,001	0,001	0,000
109,8	0,001	0,001	0,017
109,9	0,001	0,001	0,000
110,1	0,001	0,001	0,017
110,2	0,001	0,001	0,000
110,4	0,001	0,001	0,017
110,5	0,001	0,001	0,000
110,6	0,001	0,001	0,017
110,8	0,001	0,001	0,000
110,9	0,001	0,001	0,000
111,1	0,001	0,001	0,000
111,2	0,001	0,001	0,017
111,3	0,001	0,001	0,000
111,5	0,001	0,001	0,000
111,6	0,001	0,001	0,000
111,8	0,001	0,001	0,000
111,9	0,001	0,001	0,000
112,0	0,001	0,001	0,035
112,2	0,001	0,001	0,000
112,3	0,001	0,001	0,000
112,5	0,001	0,001	0,000
112,6	0,001	0,001	0,017
112,7	0,001	0,001	0,000
112,9	0,001	0,001	0,000
113,0	0,001	0,001	0,000
113,1	0,001	0,001	0,017
113,3	0,001	0,001	0,000
113,4	0,001	0,001	0,000
113,6	0,001	0,001	0,000
113,7	0,001	0,001	0,000
113,8	0,001	0,001	0,000
114,0	0,001	0,001	0,035
114,1	0,001	0,001	0,000
114,3	0,001	0,001	0,000
114,4	0,001	0,001	0,000
114,5	0,001	0,001	0,000
114,7	0,001	0,001	0,017
114,8	0,001	0,001	0,000
115,0	0,001	0,001	0,000
115,1	0,001	0,001	0,017
115,2	0,001	0,001	0,000
