time [µs]	HF [V]	NF [V]	TGC [dB]
39,9	0,007	-0,005	15,416
40,0	0,006	-0,003	15,433
40,1	0,006	-0,001	15,433
40,2	0,006	0,000	15,433
40,3	0,007	0,002	15,468
40,4	0,007	0,005	15,521
40,5	0,007	0,007	15,591
40,6	0,007	0,007	15,591
40,7	0,007	0,006	15,591
40,8	0,007	0,006	15,608
40,9	0,008	0,005	15,748
41,0	0,009	0,003	15,748
41,1	0,009	-0,001	15,748
41,2	0,009	-0,005	15,748
41,3	0,008	-0,007	15,801
41,4	0,007	-0,007	15,818
41,5	0,007	-0,007	15,906
41,6	0,007	-0,006	15,906
41,7	0,008	-0,004	15,906
41,8	0,008	0,001	15,906
41,9	0,007	0,005	15,958
42,0	0,006	0,005	15,958
42,1	0,004	0,004	16,063
42,2	0,003	0,002	16,063
42,3	0,002	0,001	16,063
42,4	0,002	0,000	16,063
42,5	0,003	-0,002	16,220
42,6	0,004	-0,004	16,220
42,7	0,005	-0,004	16,220
42,8	0,006	-0,002	16,220
42,9	0,007	0,001	16,273
43,0	0,008	0,005	16,273
43,1	0,009	0,007	16,378
43,2	0,009	0,009	16,378
43,3	0,010	0,009	16,378
43,4	0,009	0,008	16,378
43,5	0,009	0,005	16,535
43,6	0,008	0,002	16,535
43,7	0,007	0,000	16,535
43,8	0,006	-0,001	16,535
43,9	0,007	-0,003	16,535
44,0	0,007	-0,005	16,535
44,1	0,007	-0,007	16,675
44,2	0,007	-0,006	16,693
44,3	0,006	-0,003	16,693
44,4	0,004	0,000	16,693
44,5	0,003	0,001	16,693
44,6	0,003	0,000	16,710
44,7	0,004	0,001	16,850
44,8	0,006	0,003	16,850
44,9	0,007	0,006	16,850
45,0	0,008	0,008	16,850
45,1	0,008	0,007	16,938
45,2	0,007	0,005	16,938
45,3	0,006	0,003	17,008
45,4	0,006	0,002	17,008
45,5	0,006	0,002	17,008
45,6	0,007	0,000	17,025
45,7	0,007	-0,002	17,165
45,8	0,008	-0,005	17,165
45,9	0,008	-0,007	17,165
46,0	0,007	-0,007	17,165
46,1	0,006	-0,005	17,165
46,2	0,005	-0,002	17,235
46,3	0,004	0,000	17,323
46,4	0,003	0,001	17,323
46,5	0,003	0,001	17,323
46,6	0,002	0,002	17,323
46,7	0,002	0,002	17,410
46,8	0,002	0,002	17,428
46,9	0,002	0,002	17,480
47,0	0,002	0,002	17,480
47,1	0,002	0,002	17,498
47,2	0,002	0,002	17,498
47,3	0,002	0,002	17,638
47,4	0,002	0,001	17,638
47,5	0,001	0,000	17,638
47,6	0,001	0,000	17,638
47,7	0,001	0,000	17,708
47,8	0,001	0,001	17,760
47,9	0,001	0,001	17,795
48,0	0,001	0,001	17,795
48,1	0,001	0,001	17,795
48,2	0,001	0,001	17,795
48,3	0,001	0,001	17,953
48,4	0,001	0,001	17,953
48,5	0,001	0,001	17,953
48,6	0,001	0,001	17,953
48,7	0,002	0,001	17,953
48,8	0,002	0,001	17,970
48,9	0,003	0,001	18,110
49,0	0,003	-0,001	18,110
49,1	0,002	-0,002	18,110
49,2	0,002	-0,002	18,110
49,3	0,002	-0,001	18,215
49,4	0,002	0,001	18,233
49,5	0,002	0,002	18,250
49,6	0,002	0,003	18,268
49,7	0,003	0,003	18,285
49,8	0,004	0,003	18,285
49,9	0,004	0,004	18,390
50,0	0,005	0,003	18,425
50,1	0,006	0,002	18,425
50,2	0,006	0,000	18,425
50,3	0,006	-0,003	18,425
50,4	0,007	-0,005	18,460
50,5	0,006	-0,006	18,583
50,6	0,006	-0,005	18,583
50,7	0,004	-0,002	18,583
50,8	0,002	0,001	18,583
50,9	0,001	0,001	18,653
51,0	0,001	0,000	18,705
51,1	0,002	-0,001	18,740
51,2	0,003	0,002	18,740
51,3	0,004	0,004	18,740
51,4	0,004	0,004	18,775
51,5	0,003	0,001	18,880
51,6	0,002	0,000	18,880
51,7	0,002	0,001	18,898
51,8	0,003	0,002	18,898
51,9	0,004	0,000	18,898
52,0	0,004	-0,002	18,985
52,1	0,004	-0,003	19,055
52,2	0,003	-0,002	19,055
52,3	0,003	-0,003	19,055
52,4	0,004	-0,004	19,055
52,5	0,004	-0,004	19,090
52,6	0,004	0,000	19,160
52,7	0,003	0,002	19,213
52,8	0,001	0,001	19,213
52,9	0,001	-0,001	19,213
53,0	0,002	0,000	19,213
53,1	0,004	0,003	19,283
53,2	0,006	0,003	19,353
53,3	0,006	-0,002	19,370
53,4	0,005	-0,005	19,370
53,5	0,004	-0,004	19,370
53,6	0,004	-0,002	19,405
53,7	0,006	-0,005	19,528
53,8	0,009	-0,009	19,528
53,9	0,009	-0,006	19,528
54,0	0,008	0,001	19,528
54,1	0,005	0,004	19,633
54,2	0,003	-0,001	19,633
54,3	0,004	-0,005	19,685
54,4	0,006	0,000	19,685
54,5	0,007	0,006	19,685
54,6	0,006	0,003	19,685
54,7	0,004	-0,004	19,825
54,8	0,003	-0,004	19,808
54,9	0,006	0,004	19,843
55,0	0,010	0,004	19,843
55,1	0,014	-0,008	19,843
55,2	0,014	-0,016	19,860
55,3	0,012	-0,009	19,983
55,4	0,009	0,002	20,000
55,5	0,008	0,000	20,000
55,6	0,011	-0,012	20,000
55,7	0,015	-0,010	20,087
55,8	0,018	0,007	20,052
55,9	0,017	0,016	20,157
56,0	0,014	0,002	20,192
56,1	0,012	-0,012	20,280
56,2	0,013	-0,002	20,297
56,3	0,016	0,016	20,315
56,4	0,019	0,011	20,315
56,5	0,020	-0,012	20,315
56,6	0,019	-0,017	20,385
56,7	0,019	0,007	20,472
56,8	0,021	0,019	20,472
56,9	0,024	-0,005	20,472
57,0	0,028	-0,029	20,472
57,1	0,030	-0,012	20,472
57,2	0,030	0,023	20,472
57,3	0,030	0,016	20,577
57,4	0,031	-0,025	20,560
57,5	0,036	-0,031	20,630
57,6	0,043	0,016	20,630
57,7	0,046	0,043	20,665
57,8	0,047	-0,001	20,700
57,9	0,046	-0,047	20,787
58,0	0,049	-0,011	20,787
58,1	0,057	0,054	20,787
58,2	0,067	0,030	20,787
58,3	0,072	-0,057	20,875
58,4	0,070	-0,050	20,945
58,5	0,078	0,061	20,962
58,6	0,128	0,043	20,962
58,7	0,253	-0,222	20,962
58,8	0,459	-0,394	20,980
58,9	0,717	-0,011	21,050
59,0	0,968	0,772	20,945
59,1	1,158	1,092	21,085
59,2	1,263	0,354	21,102
59,3	1,302	-0,868	21,260
59,4	1,307	-1,291	21,242
59,5	1,296	-0,408	21,190
59,6	1,250	0,832	21,102
59,7	1,140	1,106	21,242
59,8	0,957	0,266	21,330
59,9	0,744	-0,574	21,417
60,0	0,574	-0,477	21,400
60,1	0,503	0,221	21,330
60,2	0,530	0,502	21,417
60,3	0,590	0,031	21,417
60,4	0,603	-0,519	21,505
60,5	0,530	-0,471	21,575
60,6	0,394	0,002	21,575
60,7	0,263	0,238	21,575
60,8	0,195	0,025	21,575
60,9	0,200	-0,217	21,662
61,0	0,238	-0,117	21,680
61,1	0,259	0,155	21,732
61,2	0,235	0,213	21,732
61,3	0,177	0,023	21,732
61,4	0,115	-0,113	21,732
61,5	0,078	-0,036	21,837
61,6	0,075	0,075	21,855
61,7	0,097	0,020	21,890
61,8	0,131	-0,116	21,890
61,9	0,162	-0,113	21,890
62,0	0,178	0,048	21,890
62,1	0,170	0,166	22,012
62,2	0,136	0,113	22,030
62,3	0,091	-0,009	22,047
62,4	0,055	-0,038	22,047
62,5	0,046	0,027	22,082
62,6	0,066	0,060	22,117
62,7	0,095	0,000	22,205
62,8	0,111	-0,080	22,187
62,9	0,101	-0,095	22,205
63,0	0,073	-0,058	22,240
63,1	0,047	-0,031	22,275
63,2	0,040	-0,032	22,205
63,3	0,051	-0,029	22,362
63,4	0,069	0,002	22,362
63,5	0,079	0,044	22,362
63,6	0,076	0,067	22,362
63,7	0,063	0,061	22,362
63,8	0,048	0,037	22,432
63,9	0,036	0,014	22,520
64,0	0,031	0,004	22,520
64,1	0,032	0,005	22,607
64,2	0,040	0,002	22,590
64,3	0,053	-0,023	22,677
64,4	0,065	-0,058	22,677
64,5	0,069	-0,068	22,677
64,6	0,061	-0,039	22,677
64,7	0,043	-0,001	22,695
64,8	0,026	0,010	22,765
64,9	0,021	-0,003	22,835
65,0	0,032	-0,003	22,835
65,1	0,053	0,028	22,852
65,2	0,070	0,065	22,835
65,3	0,076	0,070	22,922
65,4	0,069	0,040	22,992
65,5	0,057	0,005	22,992
65,6	0,047	-0,015	22,992
65,7	0,044	-0,025	23,027
65,8	0,047	-0,037	23,045
65,9	0,049	-0,047	23,150
66,0	0,049	-0,047	23,150
66,1	0,047	-0,038	23,150
66,2	0,048	-0,025	23,150
66,3	0,053	-0,007	23,202
66,4	0,059	0,021	23,237
66,5	0,061	0,049	23,307
66,6	0,057	0,057	23,307
66,7	0,046	0,042	23,307
66,8	0,035	0,024	23,307
66,9	0,031	0,019	23,447
67,0	0,036	0,022	23,465
67,1	0,047	0,011	23,465
67,2	0,055	-0,017	23,465
67,3	0,056	-0,044	23,535
67,4	0,048	-0,048	23,552
67,5	0,035	-0,032	23,622
67,6	0,024	-0,015	23,622
67,7	0,018	-0,010	23,622
67,8	0,018	-0,011	23,622
67,9	0,022	-0,006	23,622
68,0	0,025	0,004	23,675
68,1	0,026	0,015	23,780
68,2	0,027	0,022	23,780
68,3	0,028	0,028	23,780
68,4	0,031	0,030	23,780
68,5	0,034	0,027	23,937
68,6	0,037	0,013	23,937
68,7	0,038	-0,005	23,937
68,8	0,037	-0,022	23,937
68,9	0,034	-0,032	23,972
69,0	0,031	-0,032	24,042
69,1	0,029	-0,023	24,059
69,2	0,027	-0,008	24,094
69,3	0,024	0,007	24,094
69,4	0,019	0,016	24,094
69,5	0,014	0,015	24,129
69,6	0,010	0,010	24,164
69,7	0,008	0,006	24,252
69,8	0,009	0,008	24,252
69,9	0,012	0,009	24,252
70,0	0,015	0,004	24,269
70,1	0,015	-0,004	24,374
70,2	0,013	-0,010	24,409
70,3	0,009	-0,009	24,409
70,4	0,006	-0,005	24,409
70,5	0,004	-0,003	24,479
70,6	0,004	-0,005	24,409
70,7	0,005	-0,005	24,567
70,8	0,005	-0,001	24,567
70,9	0,004	0,002	24,567
71,0	0,002	0,002	24,567
71,1	0,002	-0,002	24,637
71,2	0,005	-0,002	24,654
71,3	0,009	0,004	24,724
71,4	0,014	0,013	24,724
71,5	0,017	0,017	24,724
71,6	0,019	0,014	24,724
71,7	0,019	0,008	24,864
71,8	0,020	0,002	24,864
71,9	0,022	-0,004	24,882
72,0	0,025	-0,014	24,882
72,1	0,028	-0,024	24,882
72,2	0,029	-0,029	24,917
72,3	0,027	-0,023	25,039
72,4	0,023	-0,012	25,039
72,5	0,019	-0,001	25,039
72,6	0,016	0,005	25,039
72,7	0,014	0,009	25,074
72,8	0,012	0,011	25,127
72,9	0,010	0,011	25,197
73,0	0,008	0,008	25,197
73,1	0,006	0,005	25,284
73,2	0,006	0,004	25,267
73,3	0,007	0,007	25,354
73,4	0,010	0,008	25,354
73,5	0,012	0,006	25,354
73,6	0,013	0,001	25,354
73,7	0,012	-0,004	25,494
73,8	0,012	-0,006	25,512
73,9	0,012	-0,008	25,512
74,0	0,012	-0,011	25,512
74,1	0,014	-0,014	25,512
74,2	0,015	-0,014	25,512
74,3	0,016	-0,008	25,529
74,4	0,016	0,003	25,582
74,5	0,016	0,012	25,669
74,6	0,015	0,015	25,669
74,7	0,014	0,011	25,669
74,8	0,012	0,003	25,669
74,9	0,010	-0,002	25,827
75,0	0,008	-0,003	25,827
75,1	0,007	-0,003	25,827
75,2	0,007	-0,004	25,827
75,3	0,006	-0,006	25,897
75,4	0,005	-0,006	25,879
75,5	0,004	-0,003	25,984
75,6	0,004	-0,002	25,984
75,7	0,004	-0,003	25,984
75,8	0,005	-0,005	25,984
75,9	0,005	-0,006	26,072
76,0	0,006	-0,005	26,142
76,1	0,007	-0,005	26,142
76,2	0,008	-0,008	26,142
76,3	0,010	-0,011	26,159
76,4	0,013	-0,008	26,142
76,5	0,014	-0,001	26,264
76,6	0,014	0,006	26,299
76,7	0,014	0,011	26,299
76,8	0,014	0,014	26,299
76,9	0,015	0,016	26,404
77,0	0,019	0,015	26,457
77,1	0,022	0,009	26,457
77,2	0,025	-0,003	26,457
77,3	0,024	-0,016	26,457
77,4	0,021	-0,021	26,457
77,5	0,016	-0,016	26,597
77,6	0,011	-0,008	26,614
77,7	0,007	-0,003	26,614
77,8	0,006	-0,004	26,614
77,9	0,007	-0,006	26,614
78,0	0,009	-0,003	26,614
78,1	0,012	0,005	26,737
78,2	0,013	0,012	26,772
78,3	0,013	0,011	26,772
78,4	0,012	0,003	26,772
78,5	0,011	-0,005	26,842
78,6	0,008	-0,008	26,859
78,7	0,006	-0,006	26,929
78,8	0,004	-0,003	26,929
78,9	0,003	-0,002	26,929
79,0	0,003	-0,002	26,929
79,1	0,005	0,000	26,947
79,2	0,008	0,006	27,069
79,3	0,012	0,011	27,087
79,4	0,015	0,010	27,087
79,5	0,017	0,003	27,122
79,6	0,019	-0,008	27,122
79,7	0,020	-0,016	27,244
79,8	0,020	-0,019	27,244
79,9	0,019	-0,018	27,244
80,0	0,016	-0,012	27,244
80,1	0,013	-0,005	27,279
80,2	0,010	0,000	27,314
80,3	0,007	0,001	27,402
80,4	0,006	0,001	27,402
80,5	0,007	0,002	27,402
80,6	0,008	0,005	27,402
80,7	0,009	0,008	27,454
80,8	0,009	0,009	27,524
80,9	0,009	0,007	27,559
81,0	0,008	0,003	27,559
81,1	0,007	-0,001	27,559
81,2	0,005	-0,003	27,612
81,3	0,003	-0,003	27,717
81,4	0,002	-0,001	27,717
81,5	0,002	0,000	27,717
81,6	0,003	0,000	27,717
81,7	0,005	-0,002	27,734
81,8	0,007	-0,005	27,804
81,9	0,008	-0,008	27,874
82,0	0,008	-0,008	27,857
82,1	0,008	-0,007	27,874
82,2	0,007	-0,005	27,892
82,3	0,008	-0,004	27,927
82,4	0,008	-0,001	27,997
82,5	0,009	0,003	28,031
82,6	0,009	0,006	28,031
82,7	0,009	0,009	28,049
82,8	0,008	0,008	28,049
82,9	0,008	0,007	28,189
83,0	0,008	0,004	28,189
83,1	0,008	0,000	28,189
83,2	0,007	-0,003	28,189
83,3	0,006	-0,005	28,259
83,4	0,005	-0,005	28,346
83,5	0,004	-0,004	28,346
83,6	0,005	-0,004	28,346
83,7	0,006	-0,006	28,346
83,8	0,006	-0,006	28,346
83,9	0,006	-0,004	28,416
84,0	0,006	-0,001	28,451
84,1	0,005	0,000	28,504
84,2	0,004	0,000	28,504
84,3	0,003	0,000	28,504
84,4	0,003	0,001	28,521
84,5	0,004	0,001	28,644
