time [µs]	HF [V]	NF [V]	TGC [dB]
21,5	0,052	-0,055	10,394
21,6	0,054	-0,043	10,394
21,7	0,055	-0,018	10,394
21,8	0,055	0,009	10,411
21,9	0,055	0,031	10,534
22,0	0,054	0,047	10,551
22,1	0,054	0,054	10,551
22,2	0,053	0,047	10,551
22,3	0,051	0,026	10,639
22,4	0,050	-0,004	10,709
22,5	0,049	-0,030	10,709
22,6	0,047	-0,043	10,709
22,7	0,046	-0,041	10,779
22,8	0,045	-0,026	10,779
22,9	0,044	0,000	10,866
23,0	0,043	0,027	10,866
23,1	0,042	0,042	10,866
23,2	0,041	0,039	10,901
23,3	0,040	0,018	11,024
23,4	0,040	-0,010	11,024
23,5	0,039	-0,031	11,041
23,6	0,039	-0,037	11,059
23,7	0,039	-0,032	11,181
23,8	0,039	-0,019	11,199
23,9	0,040	-0,001	11,181
24,0	0,041	0,019	11,199
24,1	0,043	0,037	11,304
24,2	0,046	0,047	11,304
24,3	0,048	0,046	11,339
24,4	0,052	0,034	11,339
24,5	0,056	0,013	11,391
24,6	0,060	-0,014	11,444
24,7	0,064	-0,045	11,496
24,8	0,068	-0,067	11,496
24,9	0,072	-0,067	11,496
25,0	0,076	-0,039	11,496
25,1	0,078	0,008	11,654
25,2	0,080	0,054	11,654
25,3	0,081	0,080	11,654
25,4	0,081	0,078	11,654
25,5	0,080	0,052	11,724
25,6	0,078	0,012	11,811
25,7	0,075	-0,030	11,811
25,8	0,071	-0,060	11,811
25,9	0,068	-0,067	11,846
26,0	0,064	-0,048	11,934
26,1	0,061	-0,012	11,969
26,2	0,058	0,026	11,969
26,3	0,056	0,050	11,986
26,4	0,054	0,055	12,038
26,5	0,053	0,044	12,126
26,6	0,053	0,023	12,126
26,7	0,053	-0,005	12,126
26,8	0,054	-0,032	12,126
26,9	0,055	-0,049	12,283
27,0	0,055	-0,050	12,283
27,1	0,055	-0,034	12,283
27,2	0,053	-0,008	12,283
27,3	0,051	0,018	12,406
27,4	0,048	0,038	12,423
27,5	0,044	0,048	12,441
27,6	0,039	0,046	12,441
27,7	0,034	0,030	12,511
27,8	0,030	0,008	12,581
27,9	0,027	-0,008	12,598
28,0	0,027	-0,009	12,598
28,1	0,029	0,002	12,633
28,2	0,036	0,009	12,668
28,3	0,047	-0,005	12,756
28,4	0,063	-0,044	12,756
28,5	0,084	-0,091	12,756
28,6	0,111	-0,119	12,756
28,7	0,143	-0,105	12,913
28,8	0,178	-0,042	12,913
28,9	0,215	0,060	12,913
29,0	0,254	0,177	12,913
29,1	0,292	0,272	12,983
29,2	0,327	0,298	13,071
29,3	0,358	0,219	13,071
29,4	0,382	0,041	13,071
29,5	0,398	-0,182	13,123
29,6	0,405	-0,358	13,228
29,7	0,404	-0,413	13,228
29,8	0,393	-0,327	13,228
29,9	0,374	-0,142	13,246
30,0	0,348	0,061	13,228
30,1	0,317	0,212	13,386
30,2	0,283	0,274	13,386
30,3	0,249	0,253	13,386
30,4	0,216	0,179	13,386
30,5	0,187	0,092	13,543
30,6	0,162	0,024	13,543
30,7	0,144	-0,011	13,543
30,8	0,132	-0,024	13,543
30,9	0,127	-0,036	13,578
31,0	0,126	-0,067	13,666
31,1	0,130	-0,114	13,701
31,2	0,136	-0,153	13,701
31,3	0,143	-0,160	13,701
31,4	0,148	-0,122	13,718
31,5	0,152	-0,051	13,858
31,6	0,153	0,029	13,858
31,7	0,150	0,093	13,858
31,8	0,143	0,128	13,893
31,9	0,133	0,132	13,981
32,0	0,121	0,108	14,016
32,1	0,108	0,066	14,016
32,2	0,094	0,022	14,016
32,3	0,082	-0,009	14,103
32,4	0,071	-0,021	14,121
32,5	0,063	-0,020	14,173
32,6	0,057	-0,019	14,173
32,7	0,053	-0,029	14,173
32,8	0,052	-0,048	14,313
32,9	0,052	-0,065	14,331
33,0	0,054	-0,070	14,331
33,1	0,056	-0,058	14,331
33,2	0,058	-0,032	14,331
33,3	0,060	0,000	14,488
33,4	0,061	0,029	14,488
33,5	0,063	0,047	14,488
33,6	0,064	0,054	14,488
33,7	0,065	0,052	14,593
33,8	0,067	0,050	14,628
33,9	0,070	0,050	14,646
34,0	0,074	0,049	14,646
34,1	0,079	0,036	14,681
34,2	0,085	0,006	14,698
34,3	0,092	-0,038	14,803
34,4	0,098	-0,080	14,803
34,5	0,103	-0,106	14,803
34,6	0,106	-0,105	14,803
34,7	0,108	-0,077	14,961
34,8	0,107	-0,030	14,961
34,9	0,103	0,025	14,961
35,0	0,097	0,070	14,961
35,1	0,088	0,090	15,118
35,2	0,078	0,080	15,118
35,3	0,067	0,049	15,118
35,4	0,055	0,015	15,118
35,5	0,045	-0,010	15,188
35,6	0,035	-0,021	15,258
35,7	0,028	-0,019	15,276
35,8	0,023	-0,009	15,276
35,9	0,021	0,004	15,276
36,0	0,021	0,011	15,398
36,1	0,023	0,007	15,433
36,2	0,027	-0,010	15,433
36,3	0,032	-0,032	15,433
36,4	0,038	-0,048	15,433
36,5	0,043	-0,049	15,591
36,6	0,048	-0,035	15,591
36,7	0,051	-0,011	15,591
36,8	0,054	0,014	15,608
36,9	0,054	0,033	15,713
37,0	0,054	0,044	15,748
37,1	0,052	0,047	15,748
37,2	0,049	0,042	15,748
37,3	0,046	0,032	15,801
37,4	0,043	0,021	15,853
37,5	0,040	0,011	15,906
37,6	0,037	0,001	15,906
37,7	0,034	-0,010	15,941
37,8	0,033	-0,021	15,958
37,9	0,032	-0,031	16,063
38,0	0,031	-0,037	16,063
38,1	0,031	-0,035	16,063
38,2	0,031	-0,027	16,063
38,3	0,031	-0,018	16,203
38,4	0,032	-0,010	16,220
38,5	0,032	-0,001	16,220
38,6	0,033	0,009	16,220
38,7	0,033	0,019	16,273
38,8	0,033	0,026	16,378
38,9	0,034	0,030	16,378
39,0	0,033	0,030	16,378
39,1	0,033	0,028	16,413
39,2	0,032	0,021	16,448
39,3	0,031	0,010	16,535
39,4	0,029	-0,004	16,535
39,5	0,027	-0,016	16,535
39,6	0,024	-0,023	16,535
39,7	0,022	-0,024	16,675
39,8	0,019	-0,021	16,693
39,9	0,016	-0,013	16,693
40,0	0,014	-0,003	16,693
40,1	0,012	0,005	16,798
40,2	0,012	0,007	16,833
40,3	0,012	0,004	16,850
40,4	0,013	-0,001	16,850
40,5	0,015	-0,004	16,850
40,6	0,018	0,000	16,973
40,7	0,022	0,011	17,008
40,8	0,027	0,025	17,008
40,9	0,032	0,036	17,025
41,0	0,037	0,039	17,008
41,1	0,043	0,031	17,165
41,2	0,048	0,014	17,165
41,3	0,053	-0,009	17,165
41,4	0,058	-0,034	17,165
41,5	0,063	-0,056	17,305
41,6	0,068	-0,069	17,323
41,7	0,073	-0,065	17,323
41,8	0,078	-0,044	17,323
41,9	0,084	-0,011	17,358
42,0	0,089	0,028	17,410
42,1	0,094	0,065	17,480
42,2	0,099	0,093	17,480
42,3	0,103	0,098	17,480
42,4	0,106	0,071	17,533
42,5	0,108	0,014	17,638
42,6	0,108	-0,050	17,638
42,7	0,106	-0,094	17,638
42,8	0,102	-0,102	17,638
42,9	0,096	-0,075	17,778
43,0	0,088	-0,028	17,795
43,1	0,078	0,021	17,795
43,2	0,068	0,054	17,795
43,3	0,057	0,062	17,935
43,4	0,047	0,044	17,953
43,5	0,037	0,015	17,953
43,6	0,029	-0,006	17,953
43,7	0,023	-0,010	17,970
43,8	0,019	0,001	17,988
43,9	0,017	0,013	18,110
44,0	0,018	0,019	18,110
44,1	0,020	0,018	18,110
44,2	0,025	0,012	18,145
44,3	0,030	-0,001	18,268
44,4	0,035	-0,018	18,268
44,5	0,041	-0,035	18,268
44,6	0,045	-0,044	18,268
44,7	0,049	-0,042	18,355
44,8	0,050	-0,031	18,425
44,9	0,050	-0,013	18,425
45,0	0,049	0,010	18,425
45,1	0,046	0,032	18,513
45,2	0,042	0,047	18,565
45,3	0,037	0,047	18,583
45,4	0,033	0,032	18,583
45,5	0,030	0,010	18,583
45,6	0,028	-0,008	18,600
45,7	0,027	-0,013	18,740
45,8	0,029	-0,003	18,740
45,9	0,032	0,015	18,740
46,0	0,038	0,028	18,740
46,1	0,044	0,022	18,898
46,2	0,052	-0,006	18,898
46,3	0,060	-0,044	18,898
46,4	0,068	-0,073	18,898
46,5	0,075	-0,079	18,968
46,6	0,081	-0,058	19,038
46,7	0,085	-0,016	19,055
46,8	0,088	0,033	19,055
46,9	0,089	0,073	19,090
47,0	0,088	0,088	19,143
47,1	0,087	0,073	19,213
47,2	0,084	0,033	19,213
47,3	0,081	-0,016	19,213
47,4	0,078	-0,055	19,213
47,5	0,075	-0,069	19,370
47,6	0,072	-0,053	19,370
47,7	0,070	-0,014	19,370
47,8	0,068	0,031	19,370
47,9	0,067	0,062	19,493
48,0	0,066	0,068	19,528
48,1	0,065	0,048	19,528
48,2	0,064	0,012	19,528
48,3	0,062	-0,026	19,528
48,4	0,061	-0,052	19,580
48,5	0,060	-0,062	19,685
48,6	0,058	-0,056	19,685
48,7	0,057	-0,042	19,703
48,8	0,057	-0,026	19,738
48,9	0,057	-0,013	19,843
49,0	0,058	0,002	19,843
49,1	0,060	0,022	19,843
49,2	0,063	0,046	19,843
49,3	0,067	0,066	19,965
49,4	0,072	0,074	19,965
49,5	0,078	0,065	20,000
49,6	0,084	0,038	20,000
49,7	0,091	-0,003	20,122
49,8	0,098	-0,054	20,140
49,9	0,105	-0,097	20,157
50,0	0,111	-0,113	20,157
50,1	0,116	-0,093	20,227
50,2	0,121	-0,043	20,280
50,3	0,124	0,019	20,315
50,4	0,126	0,075	20,315
50,5	0,127	0,113	20,315
50,6	0,127	0,123	20,350
50,7	0,125	0,098	20,455
50,8	0,121	0,043	20,472
50,9	0,116	-0,024	20,472
51,0	0,110	-0,077	20,507
51,1	0,103	-0,100	20,595
51,2	0,094	-0,093	20,630
51,3	0,086	-0,065	20,630
51,4	0,077	-0,029	20,630
51,5	0,068	0,006	20,665
51,6	0,059	0,032	20,700
51,7	0,051	0,043	20,787
51,8	0,044	0,041	20,770
51,9	0,038	0,033	20,822
52,0	0,033	0,025	20,927
52,1	0,029	0,019	20,945
52,2	0,026	0,013	20,945
52,3	0,024	0,006	20,945
52,4	0,023	-0,003	20,980
52,5	0,022	-0,012	21,102
52,6	0,021	-0,020	21,102
52,7	0,020	-0,024	21,102
52,8	0,019	-0,021	21,102
52,9	0,018	-0,012	21,120
53,0	0,017	-0,003	21,190
53,1	0,016	0,003	21,260
53,2	0,015	0,007	21,260
53,3	0,013	0,010	21,260
53,4	0,012	0,010	21,347
53,5	0,011	0,004	21,400
53,6	0,010	-0,007	21,417
53,7	0,009	-0,013	21,417
53,8	0,009	-0,009	21,452
53,9	0,009	-0,002	21,575
54,0	0,009	0,002	21,575
54,1	0,009	0,001	21,575
54,2	0,010	0,002	21,575
54,3	0,010	0,006	21,645
54,4	0,011	0,011	21,715
54,5	0,012	0,013	21,732
54,6	0,013	0,011	21,732
54,7	0,013	0,009	21,750
54,8	0,014	0,005	21,837
54,9	0,015	-0,004	21,890
55,0	0,017	-0,015	21,890
55,1	0,018	-0,020	21,890
55,2	0,020	-0,015	21,925
55,3	0,023	-0,004	22,012
55,4	0,026	0,010	22,047
55,5	0,029	0,022	22,047
55,6	0,033	0,030	22,047
55,7	0,037	0,030	22,135
55,8	0,041	0,016	22,170
55,9	0,045	-0,009	22,205
56,0	0,049	-0,034	22,205
56,1	0,053	-0,050	22,275
56,2	0,055	-0,054	22,345
56,3	0,057	-0,047	22,310
56,4	0,058	-0,029	22,362
56,5	0,058	-0,001	22,380
56,6	0,057	0,028	22,362
56,7	0,055	0,048	22,485
56,8	0,052	0,051	22,520
56,9	0,049	0,043	22,520
57,0	0,045	0,031	22,520
57,1	0,040	0,016	22,660
57,2	0,035	-0,002	22,677
57,3	0,031	-0,018	22,677
57,4	0,026	-0,024	22,677
57,5	0,022	-0,020	22,782
57,6	0,019	-0,013	22,817
57,7	0,016	-0,011	22,835
57,8	0,014	-0,013	22,835
57,9	0,012	-0,013	22,852
58,0	0,011	-0,010	22,887
58,1	0,011	-0,008	22,992
58,2	0,011	-0,006	22,992
58,3	0,011	-0,001	22,992
58,4	0,012	0,008	23,045
58,5	0,014	0,013	23,132
58,6	0,015	0,009	23,150
58,7	0,017	0,003	23,150
58,8	0,019	0,005	23,150
58,9	0,020	0,016	23,290
59,0	0,022	0,026	23,307
59,1	0,023	0,026	23,307
59,2	0,025	0,017	23,307
59,3	0,026	0,007	23,360
59,4	0,026	-0,001	23,447
59,5	0,027	-0,011	23,465
59,6	0,027	-0,023	23,465
59,7	0,027	-0,029	23,482
59,8	0,027	-0,026	23,535
59,9	0,027	-0,018	23,622
60,0	0,026	-0,012	23,622
60,1	0,026	-0,012	23,622
60,2	0,026	-0,010	23,622
60,3	0,026	-0,001	23,692
60,4	0,025	0,012	23,762
60,5	0,025	0,024	23,780
60,6	0,024	0,029	23,780
60,7	0,023	0,027	23,797
60,8	0,023	0,020	23,867
60,9	0,022	0,010	23,937
61,0	0,022	0,002	23,937
61,1	0,022	-0,002	23,972
61,2	0,022	-0,006	23,990
61,3	0,023	-0,016	24,094
61,4	0,024	-0,024	24,094
61,5	0,025	-0,020	24,094
61,6	0,028	0,002	24,094
61,7	0,030	0,026	24,234
61,8	0,033	0,033	24,234
61,9	0,036	0,017	24,252
62,0	0,039	-0,009	24,252
62,1	0,042	-0,031	24,322
62,2	0,045	-0,041	24,392
62,3	0,047	-0,042	24,409
62,4	0,049	-0,033	24,409
62,5	0,050	-0,011	24,409
62,6	0,051	0,020	24,444
62,7	0,051	0,044	24,567
62,8	0,050	0,052	24,567
62,9	0,048	0,044	24,567
63,0	0,046	0,030	24,567
63,1	0,044	0,017	24,724
63,2	0,041	0,003	24,724
63,3	0,038	-0,013	24,724
63,4	0,036	-0,024	24,724
63,5	0,033	-0,029	24,777
63,6	0,031	-0,029	24,864
63,7	0,030	-0,029	24,882
63,8	0,029	-0,028	24,882
63,9	0,028	-0,019	24,899
64,0	0,028	-0,004	24,899
64,1	0,029	0,012	25,039
64,2	0,030	0,021	25,039
64,3	0,032	0,026	25,039
64,4	0,034	0,029	25,057
64,5	0,036	0,030	25,197
64,6	0,038	0,025	25,197
64,7	0,040	0,009	25,214
64,8	0,042	-0,012	25,232
64,9	0,043	-0,033	25,354
65,0	0,043	-0,044	25,354
65,1	0,043	-0,042	25,354
65,2	0,042	-0,025	25,354
65,3	0,041	0,001	25,424
65,4	0,040	0,025	25,494
65,5	0,038	0,038	25,512
65,6	0,037	0,037	25,512
65,7	0,036	0,028	25,529
65,8	0,035	0,020	25,512
65,9	0,035	0,014	25,669
66,0	0,035	0,008	25,669
66,1	0,036	0,001	25,669
66,2	0,037	-0,010	25,669
66,3	0,038	-0,025	25,827
66,4	0,039	-0,040	25,827
66,5	0,040	-0,047	25,827
66,6	0,041	-0,041	25,827
66,7	0,041	-0,026	25,914
66,8	0,040	-0,011	25,949
66,9	0,038	-0,001	25,984
67,0	0,036	0,009	25,984
67,1	0,033	0,022	25,984
67,2	0,030	0,032	26,037
67,3	0,027	0,031	26,142
67,4	0,024	0,020	26,142
67,5	0,021	0,009	26,142
67,6	0,019	0,008	26,194
67,7	0,017	0,010	26,282
67,8	0,016	0,008	26,299
67,9	0,016	0,000	26,317
68,0	0,017	-0,005	26,317
68,1	0,019	-0,006	26,439
68,2	0,021	-0,009	26,457
68,3	0,024	-0,019	26,457
68,4	0,028	-0,031	26,457
68,5	0,031	-0,034	26,509
68,6	0,034	-0,026	26,527
68,7	0,037	-0,012	26,614
68,8	0,039	0,004	26,614
68,9	0,041	0,022	26,614
69,0	0,042	0,038	26,614
69,1	0,043	0,044	26,737
69,2	0,042	0,032	26,772
69,3	0,041	0,009	26,772
69,4	0,039	-0,012	26,772
69,5	0,037	-0,022	26,877
69,6	0,035	-0,025	26,912
69,7	0,032	-0,030	26,929
69,8	0,029	-0,032	26,929
69,9	0,027	-0,025	26,947
70,0	0,024	-0,006	26,999
70,1	0,023	0,013	27,087
70,2	0,022	0,020	27,087
70,3	0,023	0,016	27,087
70,4	0,024	0,011	27,139
70,5	0,026	0,014	27,244
70,6	0,028	0,022	27,244
70,7	0,031	0,025	27,244
70,8	0,034	0,014	27,244
70,9	0,037	-0,008	27,349
71,0	0,039	-0,030	27,402
71,1	0,040	-0,043	27,402
71,2	0,041	-0,042	27,402
71,3	0,041	-0,027	27,472
71,4	0,039	-0,005	27,507
71,5	0,037	0,015	27,559
71,6	0,034	0,028	27,559
71,7	0,031	0,032	27,559
71,8	0,028	0,027	27,629
71,9	0,025	0,016	27,717
72,0	0,023	0,004	27,717
72,1	0,021	-0,003	27,717
72,2	0,020	-0,007	27,734
72,3	0,020	-0,010	27,857
72,4	0,020	-0,015	27,874
72,5	0,021	-0,015	27,874
72,6	0,023	-0,005	27,874
72,7	0,024	0,015	27,997
72,8	0,025	0,031	28,014
72,9	0,026	0,032	28,031
73,0	0,026	0,017	28,031
73,1	0,026	-0,002	28,049
73,2	0,026	-0,014	28,084
73,3	0,025	-0,018	28,189
73,4	0,024	-0,020	28,189
73,5	0,024	-0,020	28,189
73,6	0,024	-0,018	28,189
73,7	0,025	-0,013	28,346
73,8	0,026	-0,012	28,346
73,9	0,028	-0,016	28,346
74,0	0,030	-0,016	28,346
74,1	0,032	-0,001	28,416
74,2	0,034	0,026	28,486
74,3	0,036	0,047	28,504
74,4	0,038	0,047	28,504
74,5	0,039	0,027	28,539
74,6	0,039	0,004	28,609
74,7	0,038	-0,011	28,661
74,8	0,037	-0,017	28,661
74,9	0,034	-0,021	28,661
75,0	0,031	-0,024	28,661
75,1	0,028	-0,023	28,819
75,2	0,024	-0,018	28,819
75,3	0,019	-0,013	28,819
75,4	0,015	-0,010	28,819
75,5	0,012	-0,004	28,959
75,6	0,009	0,006	28,976
75,7	0,007	0,013	28,976
75,8	0,006	0,012	28,976
75,9	0,005	0,006	29,046
76,0	0,007	0,003	29,134
76,1	0,009	0,005	29,134
76,2	0,012	0,006	29,134
76,3	0,016	0,003	29,134
76,4	0,021	0,001	29,134
76,5	0,026	0,012	29,291
76,6	0,031	0,030	29,291
76,7	0,035	0,038	29,291
76,8	0,039	0,023	29,291
76,9	0,042	-0,009	29,431
77,0	0,045	-0,038	29,449
77,1	0,046	-0,050	29,449
77,2	0,047	-0,047	29,449
77,3	0,046	-0,037	29,536
77,4	0,045	-0,024	29,589
77,5	0,044	-0,010	29,606
77,6	0,042	0,001	29,624
77,7	0,041	0,009	29,659
77,8	0,039	0,016	29,606
77,9	0,038	0,030	29,606
78,0	0,037	0,044	29,606
78,1	0,037	0,045	29,606
78,2	0,037	0,026	29,606
78,3	0,037	-0,003	29,606
78,4	0,037	-0,022	29,606
78,5	0,038	-0,025	29,606
78,6	0,038	-0,024	29,606
78,7	0,039	-0,030	29,606
78,8	0,039	-0,038	29,606
78,9	0,040	-0,036	29,606
79,0	0,041	-0,017	29,606
79,1	0,041	0,007	29,606
79,2	0,041	0,024	29,606
79,3	0,041	0,032	29,606
79,4	0,041	0,035	29,606
79,5	0,040	0,033	29,606
79,6	0,039	0,023	29,606
79,7	0,037	0,001	29,606
79,8	0,034	-0,023	29,606
79,9	0,031	-0,036	29,606
80,0	0,027	-0,031	29,606
80,1	0,023	-0,013	29,606
80,2	0,020	0,004	29,606
80,3	0,016	0,008	29,606
80,4	0,013	0,002	29,606
80,5	0,010	-0,003	29,606
80,6	0,009	0,000	29,606
80,7	0,008	0,009	29,606
80,8	0,008	0,012	29,606
80,9	0,009	0,006	29,606
81,0	0,010	-0,002	29,606
81,1	0,012	-0,005	29,606
81,2	0,015	-0,004	29,606
81,3	0,017	-0,010	29,606
81,4	0,019	-0,019	29,606
81,5	0,020	-0,021	29,606
81,6	0,021	-0,006	29,606
81,7	0,021	0,015	29,606
81,8	0,020	0,025	29,606
81,9	0,019	0,017	29,606
82,0	0,017	0,003	29,606
82,1	0,015	-0,004	29,606
82,2	0,013	-0,005	29,606
82,3	0,011	-0,005	29,606
82,4	0,010	-0,007	29,606
82,5	0,009	-0,004	29,606
82,6	0,008	0,005	29,606
82,7	0,009	0,013	29,606
82,8	0,010	0,012	29,606
82,9	0,012	0,005	29,606
83,0	0,014	-0,002	29,606
83,1	0,017	-0,007	29,606
83,2	0,019	-0,011	29,606
83,3	0,022	-0,017	29,606
83,4	0,023	-0,022	29,606
83,5	0,025	-0,021	29,606
83,6	0,025	-0,015	29,606
83,7	0,025	-0,007	29,606
83,8	0,025	0,004	29,606
83,9	0,024	0,016	29,606
84,0	0,022	0,025	29,606
84,1	0,021	0,026	29,606
84,2	0,020	0,020	29,606
84,3	0,019	0,012	29,606
84,4	0,019	0,008	29,606
