time [µs]	HF [V]	NF [V]	TGC [dB]
6,8	0,029	-0,045	0,945
6,9	0,033	-0,026	0,962
7,0	0,036	0,001	0,980
7,1	0,039	0,022	0,962
7,2	0,041	0,029	0,945
7,3	0,041	0,023	1,050
7,4	0,040	0,009	0,945
7,5	0,038	-0,011	1,050
7,6	0,036	-0,029	0,962
7,7	0,032	-0,036	0,997
7,8	0,029	-0,026	0,945
7,9	0,025	-0,006	0,980
8,0	0,023	0,011	0,962
8,1	0,020	0,018	1,015
8,2	0,019	0,015	0,945
8,3	0,019	0,007	0,997
8,4	0,019	-0,001	0,962
8,5	0,019	-0,010	1,032
8,6	0,020	-0,019	0,962
8,7	0,021	-0,024	1,015
8,8	0,022	-0,019	0,962
8,9	0,022	-0,008	1,015
9,0	0,022	0,004	0,945
9,1	0,021	0,010	0,997
9,2	0,020	0,013	0,945
9,3	0,019	0,015	0,980
9,4	0,018	0,016	0,945
9,5	0,016	0,014	0,997
9,6	0,015	0,010	0,945
9,7	0,014	0,006	1,050
9,8	0,014	0,002	0,945
9,9	0,014	-0,003	1,015
10,0	0,015	-0,010	0,980
10,1	0,016	-0,017	1,050
10,2	0,017	-0,019	0,962
10,3	0,018	-0,013	0,962
10,4	0,019	-0,001	0,945
10,5	0,020	0,012	1,015
10,6	0,020	0,021	0,945
10,7	0,020	0,021	0,962
10,8	0,020	0,014	0,945
10,9	0,020	0,004	1,032
11,0	0,020	-0,005	0,962
11,1	0,019	-0,011	0,997
11,2	0,018	-0,014	1,032
11,3	0,018	-0,013	0,997
11,4	0,017	-0,008	0,945
11,5	0,017	0,001	0,945
11,6	0,016	0,012	0,945
11,7	0,016	0,020	0,980
11,8	0,016	0,019	0,962
11,9	0,015	0,011	1,032
12,0	0,015	0,003	0,962
12,1	0,015	-0,003	1,067
12,2	0,014	-0,005	0,980
12,3	0,013	-0,008	1,050
12,4	0,012	-0,012	0,962
12,5	0,011	-0,012	1,015
12,6	0,010	-0,006	0,945
12,7	0,009	0,002	1,032
12,8	0,008	0,007	0,945
12,9	0,006	0,005	1,032
13,0	0,005	0,001	0,980
13,1	0,004	-0,001	0,945
13,2	0,004	0,001	0,945
13,3	0,004	0,004	1,102
13,4	0,004	0,002	0,945
13,5	0,004	-0,001	1,032
13,6	0,005	-0,003	0,980
13,7	0,006	-0,002	1,015
13,8	0,007	0,000	0,945
13,9	0,009	0,002	1,032
14,0	0,010	0,004	0,945
14,1	0,012	0,009	1,032
14,2	0,014	0,014	0,945
14,3	0,015	0,015	1,015
14,4	0,017	0,008	0,980
14,5	0,018	-0,003	1,085
14,6	0,019	-0,014	0,980
14,7	0,020	-0,019	1,067
14,8	0,020	-0,017	0,962
14,9	0,021	-0,010	0,997
15,0	0,021	0,002	0,945
15,1	0,021	0,014	1,015
15,2	0,022	0,021	0,962
15,3	0,022	0,020	0,997
15,4	0,023	0,010	0,962
15,5	0,023	-0,004	1,015
15,6	0,024	-0,017	0,962
15,7	0,024	-0,023	1,032
15,8	0,025	-0,020	0,980
15,9	0,025	-0,008	1,015
16,0	0,025	0,007	0,945
16,1	0,025	0,021	1,050
16,2	0,025	0,027	0,945
16,3	0,024	0,022	0,962
16,4	0,023	0,009	0,962
16,5	0,023	-0,006	1,067
16,6	0,021	-0,016	1,015
16,7	0,020	-0,019	1,032
16,8	0,019	-0,015	0,997
16,9	0,018	-0,007	1,015
17,0	0,017	0,003	0,962
17,1	0,016	0,010	0,962
17,2	0,016	0,014	0,945
17,3	0,015	0,015	0,997
17,4	0,015	0,011	0,945
17,5	0,015	0,003	1,032
17,6	0,015	-0,007	1,032
17,7	0,015	-0,015	1,067
17,8	0,015	-0,015	0,945
17,9	0,015	-0,007	0,997
18,0	0,015	0,003	0,945
18,1	0,014	0,011	0,997
18,2	0,014	0,013	0,945
18,3	0,014	0,012	1,015
18,4	0,014	0,010	0,962
18,5	0,014	0,005	1,032
18,6	0,014	-0,002	0,962
18,7	0,014	-0,010	1,050
18,8	0,014	-0,013	0,980
18,9	0,013	-0,012	1,015
19,0	0,013	-0,006	0,945
19,1	0,012	0,001	0,980
19,2	0,011	0,006	0,962
19,3	0,010	0,010	1,102
19,4	0,009	0,010	0,962
19,5	0,008	0,008	1,015
19,6	0,006	0,004	0,980
19,7	0,005	0,001	1,050
19,8	0,004	0,000	0,962
19,9	0,004	-0,001	1,015
20,0	0,003	-0,001	1,015
20,1	0,003	-0,002	1,050
20,2	0,004	-0,003	0,962
20,3	0,004	-0,004	1,032
20,4	0,005	-0,004	0,962
20,5	0,006	-0,005	1,015
20,6	0,007	-0,004	1,015
20,7	0,008	0,000	0,980
20,8	0,010	0,006	0,980
20,9	0,011	0,010	0,962
21,0	0,012	0,012	0,945
21,1	0,012	0,010	1,015
21,2	0,013	0,006	0,962
21,3	0,013	-0,001	1,067
21,4	0,013	-0,008	0,980
21,5	0,013	-0,012	1,067
21,6	0,013	-0,012	0,962
21,7	0,013	-0,005	1,050
21,8	0,012	0,003	0,945
21,9	0,012	0,009	0,997
22,0	0,011	0,011	0,945
22,1	0,011	0,011	0,997
22,2	0,011	0,008	0,945
22,3	0,010	0,003	1,032
22,4	0,010	-0,003	0,962
22,5	0,009	-0,007	1,050
22,6	0,009	-0,009	0,980
22,7	0,009	-0,007	1,032
22,8	0,008	-0,002	0,945
22,9	0,008	0,004	1,050
23,0	0,008	0,008	0,945
23,1	0,008	0,009	1,015
23,2	0,008	0,006	0,980
23,3	0,008	0,002	1,085
23,4	0,008	-0,003	0,962
23,5	0,009	-0,006	1,067
23,6	0,009	-0,007	0,962
23,7	0,010	-0,006	1,015
23,8	0,011	-0,003	0,962
23,9	0,012	0,004	1,015
24,0	0,012	0,011	0,945
24,1	0,013	0,015	1,050
24,2	0,014	0,015	0,945
24,3	0,015	0,009	0,997
24,4	0,016	0,000	0,945
24,5	0,017	-0,009	1,102
24,6	0,018	-0,015	1,032
24,7	0,019	-0,017	1,085
24,8	0,020	-0,013	0,945
24,9	0,021	-0,003	1,050
25,0	0,022	0,009	0,945
25,1	0,022	0,020	0,962
25,2	0,023	0,024	0,962
25,3	0,023	0,021	1,015
25,4	0,023	0,013	0,980
25,5	0,024	0,001	1,085
25,6	0,024	-0,011	1,015
25,7	0,024	-0,020	1,102
25,8	0,023	-0,022	0,962
25,9	0,023	-0,018	0,997
26,0	0,023	-0,006	0,945
26,1	0,023	0,009	0,980
26,2	0,024	0,021	0,962
26,3	0,024	0,026	0,962
26,4	0,024	0,022	0,980
26,5	0,025	0,010	1,085
26,6	0,025	-0,003	0,980
26,7	0,026	-0,014	1,050
26,8	0,026	-0,021	0,997
26,9	0,025	-0,021	1,067
27,0	0,025	-0,015	0,945
27,1	0,023	-0,003	0,997
27,2	0,022	0,010	0,945
27,3	0,020	0,019	1,032
27,4	0,017	0,021	0,945
27,5	0,015	0,017	0,997
27,6	0,013	0,009	0,962
27,7	0,011	0,000	1,050
27,8	0,010	-0,007	0,997
27,9	0,010	-0,011	1,032
28,0	0,010	-0,010	0,980
28,1	0,011	-0,005	1,050
28,2	0,012	-0,001	0,945
28,3	0,013	0,001	0,962
28,4	0,013	0,001	0,962
28,5	0,013	0,000	0,962
28,6	0,011	-0,001	0,945
28,7	0,008	-0,002	0,980
28,8	0,004	-0,001	0,945
28,9	0,000	0,003	1,015
29,0	0,005	0,010	0,945
29,1	0,008	0,014	1,015
29,2	0,008	0,011	0,945
29,3	0,005	0,006	1,050
29,4	0,005	0,002	0,980
29,5	0,022	-0,007	1,050
29,6	0,048	-0,033	0,962
29,7	0,083	-0,064	1,085
29,8	0,127	-0,059	0,945
29,9	0,180	0,024	0,980
30,0	0,240	0,168	0,945
30,1	0,305	0,278	0,980
30,2	0,372	0,231	0,962
30,3	0,440	-0,016	1,067
30,4	0,505	-0,359	1,032
30,5	0,565	-0,594	1,102
30,6	0,616	-0,554	0,997
30,7	0,658	-0,227	1,015
30,8	0,690	0,226	0,945
30,9	0,711	0,587	0,945
31,0	0,721	0,711	0,945
31,1	0,721	0,585	0,980
31,2	0,712	0,291	0,980
31,3	0,696	-0,064	1,067
31,4	0,675	-0,386	0,980
31,5	0,650	-0,595	1,085
31,6	0,623	-0,626	1,032
31,7	0,594	-0,469	1,050
31,8	0,563	-0,187	0,997
31,9	0,533	0,109	0,945
32,0	0,502	0,329	0,945
32,1	0,470	0,434	0,997
32,2	0,437	0,427	0,945
32,3	0,404	0,323	0,997
32,4	0,370	0,147	0,980
32,5	0,335	-0,050	1,067
32,6	0,300	-0,199	0,980
32,7	0,264	-0,253	1,050
32,8	0,230	-0,220	1,015
32,9	0,197	-0,148	1,067
33,0	0,166	-0,081	0,945
33,1	0,139	-0,027	0,962
33,2	0,116	0,020	0,945
33,3	0,097	0,058	1,015
33,4	0,082	0,075	0,962
33,5	0,073	0,070	0,945
33,6	0,068	0,057	0,980
33,7	0,066	0,056	1,102
33,8	0,068	0,064	0,980
33,9	0,073	0,065	1,015
34,0	0,078	0,044	0,980
34,1	0,085	0,004	1,032
34,2	0,090	-0,040	0,997
34,3	0,095	-0,075	1,032
34,4	0,098	-0,093	0,997
34,5	0,099	-0,091	1,050
34,6	0,098	-0,067	0,962
34,7	0,094	-0,024	0,997
34,8	0,089	0,026	0,945
34,9	0,082	0,063	1,015
35,0	0,074	0,075	1,032
35,1	0,066	0,062	0,980
35,2	0,058	0,032	0,962
35,3	0,050	0,001	1,085
35,4	0,043	-0,022	0,980
35,5	0,037	-0,033	1,067
35,6	0,033	-0,028	1,032
35,7	0,030	-0,011	1,067
35,8	0,029	0,010	0,945
35,9	0,029	0,027	0,980
36,0	0,029	0,031	0,962
36,1	0,030	0,019	1,032
36,2	0,032	-0,001	0,980
36,3	0,034	-0,021	1,085
36,4	0,035	-0,033	0,962
36,5	0,035	-0,034	1,050
36,6	0,036	-0,025	0,962
36,7	0,035	-0,009	0,980
36,8	0,034	0,010	0,980
36,9	0,033	0,024	1,015
37,0	0,031	0,030	0,962
37,1	0,028	0,027	0,962
37,2	0,026	0,017	0,962
37,3	0,024	0,006	1,067
37,4	0,022	-0,004	1,015
37,5	0,020	-0,012	1,050
37,6	0,018	-0,017	0,997
37,7	0,017	-0,016	1,067
37,8	0,016	-0,011	0,945
37,9	0,016	-0,003	0,997
38,0	0,015	0,006	0,945
38,1	0,014	0,013	1,015
38,2	0,014	0,015	0,945
38,3	0,013	0,012	0,997
38,4	0,012	0,005	0,980
38,5	0,011	-0,002	1,102
38,6	0,010	-0,007	0,997
38,7	0,009	-0,008	1,067
38,8	0,008	-0,006	0,962
38,9	0,007	-0,002	1,067
39,0	0,006	0,001	0,945
39,1	0,005	0,003	0,997
39,2	0,004	0,003	0,962
39,3	0,004	0,003	1,032
39,4	0,004	0,003	0,962
39,5	0,004	0,004	1,067
39,6	0,004	0,004	0,962
39,7	0,004	0,004	1,032
39,8	0,004	0,004	0,997
39,9	0,005	0,003	1,050
40,0	0,005	0,000	0,997
40,1	0,005	-0,003	1,067
40,2	0,006	-0,005	0,997
40,3	0,006	-0,006	1,050
40,4	0,007	-0,005	0,980
40,5	0,007	-0,004	1,032
40,6	0,008	-0,002	0,945
40,7	0,009	0,001	0,962
40,8	0,009	0,005	0,980
40,9	0,010	0,009	0,997
41,0	0,011	0,012	0,945
41,1	0,011	0,011	1,015
41,2	0,012	0,008	0,980
41,3	0,012	0,003	1,032
41,4	0,013	-0,003	0,997
41,5	0,013	-0,009	1,067
41,6	0,014	-0,013	0,997
41,7	0,014	-0,013	1,085
41,8	0,015	-0,010	0,980
41,9	0,015	-0,002	0,997
42,0	0,015	0,006	0,945
42,1	0,015	0,013	1,032
42,2	0,015	0,015	0,962
42,3	0,015	0,013	0,997
42,4	0,015	0,008	1,015
42,5	0,014	0,001	1,050
42,6	0,014	-0,007	1,015
42,7	0,013	-0,011	1,067
42,8	0,012	-0,012	0,962
42,9	0,012	-0,008	1,032
43,0	0,011	-0,002	0,962
43,1	0,010	0,004	0,997
43,2	0,009	0,008	0,962
43,3	0,008	0,009	1,050
43,4	0,007	0,006	0,980
43,5	0,006	0,002	1,067
43,6	0,006	-0,002	1,015
43,7	0,005	-0,004	1,102
43,8	0,005	-0,003	0,980
43,9	0,005	0,000	1,067
44,0	0,005	0,004	0,962
44,1	0,005	0,006	1,015
44,2	0,006	0,005	0,945
44,3	0,007	0,001	1,050
44,4	0,007	-0,004	1,015
44,5	0,008	-0,008	1,067
44,6	0,009	-0,008	0,945
44,7	0,010	-0,005	1,050
44,8	0,011	0,001	0,945
44,9	0,011	0,007	1,067
45,0	0,012	0,012	0,945
45,1	0,013	0,012	0,980
45,2	0,013	0,009	0,945
45,3	0,014	0,003	1,085
45,4	0,014	-0,004	0,962
45,5	0,014	-0,010	1,050
45,6	0,014	-0,013	1,032
45,7	0,013	-0,012	1,085
45,8	0,013	-0,007	0,945
45,9	0,012	0,000	0,980
46,0	0,012	0,007	0,945
46,1	0,011	0,010	1,015
46,2	0,010	0,010	0,962
46,3	0,009	0,007	0,997
46,4	0,008	0,003	0,962
46,5	0,007	-0,001	1,067
46,6	0,007	-0,004	0,980
46,7	0,006	-0,005	1,032
46,8	0,006	-0,003	0,980
46,9	0,006	0,001	1,050
47,0	0,006	0,005	0,962
47,1	0,006	0,007	0,997
47,2	0,006	0,007	0,962
47,3	0,006	0,004	1,085
47,4	0,007	0,001	0,945
47,5	0,007	-0,003	1,032
47,6	0,008	-0,005	0,980
47,7	0,008	-0,007	1,050
47,8	0,009	-0,007	0,980
47,9	0,009	-0,005	0,997
48,0	0,009	-0,001	0,945
48,1	0,009	0,003	1,015
48,2	0,010	0,007	0,945
48,3	0,009	0,009	0,997
48,4	0,009	0,010	0,945
48,5	0,009	0,008	1,067
48,6	0,009	0,003	0,980
48,7	0,008	-0,002	1,085
48,8	0,007	-0,006	1,015
48,9	0,007	-0,006	1,067
49,0	0,006	-0,005	0,980
49,1	0,006	-0,003	0,997
49,2	0,005	0,000	0,945
49,3	0,005	0,002	0,980
49,4	0,005	0,003	0,962
49,5	0,005	0,004	1,032
49,6	0,004	0,005	0,980
49,7	0,004	0,005	1,085
49,8	0,004	0,004	0,962
49,9	0,004	0,002	1,032
50,0	0,004	-0,001	0,962
50,1	0,004	-0,003	1,067
50,2	0,004	-0,004	0,980
50,3	0,004	-0,002	1,050
50,4	0,004	0,001	0,945
50,5	0,004	0,003	1,015
50,6	0,004	0,004	0,945
50,7	0,004	0,004	1,032
50,8	0,004	0,002	0,980
50,9	0,004	-0,001	1,085
51,0	0,004	-0,003	0,945
51,1	0,004	-0,004	1,015
51,2	0,004	-0,003	0,962
51,3	0,004	0,000	1,102
51,4	0,004	0,002	0,945
51,5	0,004	0,003	0,997
51,6	0,004	0,004	0,962
51,7	0,004	0,004	1,050
51,8	0,004	0,004	0,945
51,9	0,004	0,003	1,067
52,0	0,004	0,002	1,015
52,1	0,004	0,000	1,102
52,2	0,004	-0,001	0,945
52,3	0,004	-0,003	1,067
52,4	0,004	-0,003	0,980
52,5	0,004	-0,002	1,050
52,6	0,004	0,000	0,945
52,7	0,004	0,002	0,962
52,8	0,004	0,004	0,945
52,9	0,004	0,004	1,050
53,0	0,004	0,004	0,962
53,1	0,004	0,003	0,997
53,2	0,004	0,000	0,962
53,3	0,004	-0,002	1,102
53,4	0,004	-0,004	0,962
53,5	0,004	-0,004	1,015
53,6	0,004	-0,002	0,962
53,7	0,005	0,000	1,015
53,8	0,005	0,002	0,962
53,9	0,005	0,004	0,997
54,0	0,005	0,005	0,945
54,1	0,005	0,005	1,032
54,2	0,005	0,004	0,980
54,3	0,005	0,002	1,050
54,4	0,005	0,000	0,980
54,5	0,005	-0,002	1,067
54,6	0,005	-0,004	0,962
54,7	0,005	-0,005	1,085
54,8	0,004	-0,003	0,980
54,9	0,004	-0,001	0,997
55,0	0,004	0,002	0,962
55,1	0,004	0,003	0,962
55,2	0,004	0,004	1,102
55,3	0,004	0,004	1,260
55,4	0,005	0,003	3,150
55,5	0,005	0,002	5,529
55,6	0,005	0,000	7,244
55,7	0,006	-0,002	8,504
55,8	0,006	-0,005	9,291
55,9	0,006	-0,006	9,921
56,0	0,006	-0,005	10,394
56,1	0,006	-0,003	10,709
56,2	0,006	0,001	11,024
56,3	0,005	0,004	11,356
56,4	0,005	0,005	11,654
56,5	0,004	0,003	11,986
56,6	0,003	0,002	12,283
56,7	0,003	0,001	12,598
56,8	0,003	0,002	12,808
56,9	0,003	0,004	13,071
57,0	0,003	0,006	13,386
57,1	0,005	0,007	13,701
57,2	0,007	0,005	13,928
57,3	0,010	0,000	14,191
57,4	0,014	-0,006	14,488
57,5	0,018	-0,013	14,786
57,6	0,023	-0,019	14,961
57,7	0,027	-0,021	15,276
57,8	0,032	-0,015	15,591
57,9	0,035	-0,002	15,783
58,0	0,038	0,016	16,063
58,1	0,039	0,031	16,378
58,2	0,039	0,039	16,658
58,3	0,038	0,037	16,885
58,4	0,035	0,024	17,165
58,5	0,033	0,004	17,480
58,6	0,030	-0,017	17,655
58,7	0,028	-0,032	17,953
58,8	0,028	-0,036	18,268
58,9	0,030	-0,024	18,583
59,0	0,034	0,000	18,758
59,1	0,043	0,023	19,090
59,2	0,054	0,026	19,370
59,3	0,070	-0,007	19,685
59,4	0,090	-0,065	19,843
59,5	0,112	-0,108	20,157
59,6	0,137	-0,090	20,472
59,7	0,164	0,002	20,647
59,8	0,192	0,132	20,927
59,9	0,220	0,231	21,260
60,0	0,248	0,240	21,487
60,1	0,275	0,148	21,785
60,2	0,301	-0,009	22,047
60,3	0,325	-0,177	22,362
60,4	0,347	-0,304	22,590
60,5	0,367	-0,355	22,835
60,6	0,386	-0,308	23,150
60,7	0,403	-0,168	23,395
60,8	0,418	0,035	23,622
60,9	0,432	0,244	23,937
61,0	0,444	0,400	24,217
61,1	0,455	0,458	24,427
61,2	0,464	0,405	24,724
61,3	0,470	0,256	25,039
61,4	0,474	0,048	25,337
61,5	0,476	-0,171	25,599
61,6	0,475	-0,353	25,827
61,7	0,472	-0,456	26,142
61,8	0,466	-0,460	26,404
61,9	0,457	-0,363	26,614
62,0	0,446	-0,194	26,929
62,1	0,434	0,001	27,157
62,2	0,420	0,179	27,402
62,3	0,406	0,308	27,717
62,4	0,392	0,375	27,979
62,5	0,379	0,375	28,241
62,6	0,366	0,311	28,504
62,7	0,355	0,194	28,819
62,8	0,345	0,050	29,081
62,9	0,337	-0,091	29,309
63,0	0,331	-0,204	29,606
63,1	0,325	-0,278	29,921
63,2	0,321	-0,311	30,079
63,3	0,317	-0,298	30,394
63,4	0,312	-0,231	30,831
63,5	0,306	-0,118	30,849
63,6	0,299	0,020	30,709
63,7	0,289	0,150	30,709
63,8	0,277	0,238	30,709
63,9	0,262	0,263	30,709
64,0	0,244	0,222	30,709
64,1	0,225	0,132	30,709
64,2	0,204	0,022	30,709
64,3	0,182	-0,077	30,709
64,4	0,160	-0,137	30,709
64,5	0,139	-0,142	30,709
64,6	0,120	-0,094	30,709
64,7	0,104	-0,017	30,709
64,8	0,092	0,050	30,709
64,9	0,084	0,075	30,709
65,0	0,080	0,051	30,709
65,1	0,081	-0,002	30,709
65,2	0,087	-0,055	30,691
65,3	0,096	-0,092	30,709
65,4	0,108	-0,108	30,691
65,5	0,122	-0,099	30,709
65,6	0,137	-0,060	30,691
65,7	0,153	0,005	30,709
65,8	0,168	0,083	30,621
65,9	0,181	0,152	30,709
66,0	0,192	0,192	30,586
66,1	0,201	0,188	30,674
66,2	0,207	0,134	30,621
66,3	0,210	0,040	30,656
66,4	0,211	-0,067	30,621
66,5	0,210	-0,150	30,656
66,6	0,207	-0,192	30,586
66,7	0,203	-0,192	30,639
66,8	0,198	-0,162	30,569
66,9	0,192	-0,108	30,639
67,0	0,186	-0,031	30,551
67,1	0,180	0,054	30,586
67,2	0,175	0,122	30,551
67,3	0,169	0,156	30,604
67,4	0,163	0,157	30,569
67,5	0,157	0,136	30,621
67,6	0,151	0,098	30,551
67,7	0,145	0,038	30,656
67,8	0,139	-0,035	30,551
67,9	0,132	-0,097	30,551
68,0	0,126	-0,125	30,569
68,1	0,120	-0,116	30,621
68,2	0,114	-0,090	30,551
68,3	0,109	-0,063	30,551
68,4	0,105	-0,034	30,551
68,5	0,101	0,004	30,551
68,6	0,099	0,048	30,551
68,7	0,097	0,083	30,569
68,8	0,096	0,095	30,551
68,9	0,096	0,088	30,551
69,0	0,095	0,067	30,551
69,1	0,095	0,033	30,551
69,2	0,096	-0,017	30,551
69,3	0,095	-0,069	30,551
69,4	0,095	-0,101	30,551
69,5	0,094	-0,095	30,551
69,6	0,093	-0,058	30,551
69,7	0,092	-0,011	30,551
69,8	0,091	0,027	30,551
69,9	0,090	0,055	30,551
70,0	0,089	0,077	30,551
70,1	0,088	0,086	30,551
70,2	0,087	0,068	30,551
70,3	0,087	0,019	30,551
70,4	0,087	-0,040	30,551
70,5	0,086	-0,080	30,551
70,6	0,086	-0,084	30,551
70,7	0,085	-0,058	30,551
70,8	0,083	-0,017	30,551
70,9	0,081	0,026	30,551
71,0	0,078	0,060	30,551
71,1	0,074	0,075	30,551
71,2	0,070	0,060	30,551
71,3	0,065	0,019	30,551
71,4	0,061	-0,027	30,551
71,5	0,056	-0,057	30,551
71,6	0,053	-0,058	30,551
71,7	0,050	-0,037	30,551
71,8	0,048	-0,012	30,551
71,9	0,047	0,007	30,551
72,0	0,048	0,018	30,551
72,1	0,049	0,027	30,551
72,2	0,051	0,039	30,551
72,3	0,054	0,050	30,551
72,4	0,057	0,052	30,551
72,5	0,059	0,039	30,551
72,6	0,060	0,011	30,551
72,7	0,060	-0,022	30,551
72,8	0,059	-0,053	30,551
72,9	0,057	-0,068	30,551
73,0	0,054	-0,059	30,551
73,1	0,049	-0,030	30,551
73,2	0,044	0,004	30,551
73,3	0,039	0,019	30,551
73,4	0,034	0,010	30,551
73,5	0,029	-0,009	30,551
73,6	0,025	-0,014	30,551
73,7	0,022	0,001	30,551
73,8	0,020	0,020	30,551
73,9	0,019	0,028	30,551
74,0	0,019	0,021	30,551
74,1	0,020	0,009	30,551
74,2	0,021	-0,003	30,551
74,3	0,022	-0,015	30,551
74,4	0,023	-0,025	30,551
74,5	0,025	-0,026	30,569
74,6	0,027	-0,015	30,551
74,7	0,028	-0,001	30,551
74,8	0,030	0,008	30,551
74,9	0,033	0,015	30,551
75,0	0,035	0,026	30,551
75,1	0,038	0,038	30,551
75,2	0,041	0,039	30,551
75,3	0,044	0,020	30,551
75,4	0,047	-0,008	30,551
75,5	0,050	-0,032	30,551
75,6	0,052	-0,044	30,551
75,7	0,054	-0,049	30,551
75,8	0,055	-0,046	30,551
75,9	0,054	-0,030	30,551
76,0	0,053	0,000	30,551
76,1	0,050	0,032	30,551
76,2	0,047	0,047	30,551
76,3	0,043	0,041	30,551
76,4	0,038	0,023	30,551
76,5	0,033	0,002	30,551
76,6	0,028	-0,014	30,551
76,7	0,024	-0,023	30,551
76,8	0,021	-0,022	30,551
76,9	0,020	-0,010	30,551
77,0	0,019	0,006	30,551
77,1	0,021	0,017	30,551
77,2	0,023	0,019	30,551
77,3	0,027	0,018	30,551
77,4	0,033	0,014	30,551
77,5	0,038	0,004	30,551
77,6	0,044	-0,018	30,551
77,7	0,049	-0,045	30,551
77,8	0,054	-0,061	30,551
77,9	0,057	-0,055	30,534
78,0	0,060	-0,029	30,551
78,1	0,060	0,004	30,551
78,2	0,059	0,030	30,534
78,3	0,056	0,043	30,551
78,4	0,052	0,045	30,551
78,5	0,047	0,041	30,551
78,6	0,041	0,030	30,551
78,7	0,035	0,012	30,551
78,8	0,030	-0,009	30,551
78,9	0,024	-0,024	30,551
79,0	0,020	-0,023	30,551
79,1	0,017	-0,010	30,551
79,2	0,014	0,003	30,551
79,3	0,013	0,006	30,551
79,4	0,012	0,003	30,534
79,5	0,013	0,004	30,551
79,6	0,013	0,010	30,551
79,7	0,014	0,013	30,551
79,8	0,015	0,005	30,551
79,9	0,016	-0,013	30,551
80,0	0,017	-0,025	30,551
80,1	0,017	-0,022	30,551
80,2	0,018	-0,006	30,551
80,3	0,018	0,010	30,551
80,4	0,019	0,016	30,534
80,5	0,021	0,008	30,551
80,6	0,023	-0,007	30,551
80,7	0,026	-0,016	30,551
80,8	0,029	-0,012	30,551
80,9	0,033	0,007	30,551
81,0	0,037	0,032	30,551
81,1	0,042	0,045	30,551
81,2	0,046	0,033	30,551
81,3	0,050	-0,001	30,551
81,4	0,054	-0,039	30,534
81,5	0,056	-0,060	30,551
81,6	0,058	-0,052	30,551
81,7	0,058	-0,019	30,551
81,8	0,058	0,021	30,551
81,9	0,057	0,048	30,551
82,0	0,055	0,051	30,551
82,1	0,052	0,034	30,551
82,2	0,049	0,008	30,551
82,3	0,046	-0,014	30,551
82,4	0,043	-0,029	30,551
82,5	0,040	-0,035	30,551
82,6	0,037	-0,036	30,551
82,7	0,033	-0,030	30,551
82,8	0,030	-0,016	30,534
82,9	0,027	0,002	30,551
83,0	0,024	0,018	30,551
83,1	0,021	0,025	30,551
83,2	0,019	0,019	30,551
83,3	0,016	0,006	30,551
83,4	0,014	-0,002	30,551
83,5	0,012	0,000	30,551
83,6	0,011	0,006	30,551
83,7	0,010	0,010	30,551
83,8	0,009	0,009	30,534
83,9	0,009	0,007	30,551
84,0	0,009	0,006	30,551
84,1	0,009	0,005	30,551
84,2	0,010	-0,002	30,551
84,3	0,010	-0,011	30,551
84,4	0,011	-0,015	30,551
84,5	0,011	-0,009	30,551
