time [µs]	HF [V]	NF [V]	TGC [dB]
11,6	0,032	-0,014	0,157
11,7	0,031	-0,031	0,157
11,8	0,029	-0,011	0,157
11,9	0,027	0,022	0,157
12,0	0,028	0,023	0,122
12,1	0,029	-0,011	0,157
12,2	0,031	-0,027	0,157
12,3	0,032	0,006	0,157
12,4	0,036	0,039	0,157
12,5	0,042	0,016	0,140
12,6	0,049	-0,037	0,157
12,7	0,052	-0,037	0,175
12,8	0,049	0,021	0,157
12,9	0,043	0,046	0,157
13,0	0,043	-0,008	0,122
13,1	0,054	-0,054	0,122
13,2	0,073	-0,001	0,105
13,3	0,090	0,081	0,157
13,4	0,096	0,050	0,157
13,5	0,093	-0,069	0,157
13,6	0,095	-0,082	0,157
13,7	0,120	0,067	0,157
13,8	0,180	0,136	0,157
13,9	0,271	-0,091	0,157
14,0	0,382	-0,388	0,157
14,1	0,503	-0,269	0,157
14,2	0,632	0,330	0,087
14,3	0,771	0,763	0,122
14,4	0,919	0,362	0,140
14,5	1,064	-0,641	0,945
14,6	1,187	-1,184	2,992
14,7	1,275	-0,547	4,882
14,8	1,325	0,726	5,984
14,9	1,339	1,336	6,772
15,0	1,322	0,647	7,279
15,1	1,270	-0,615	7,682
15,2	1,182	-1,181	7,717
15,3	1,060	-0,600	7,874
15,4	0,922	0,396	7,874
15,5	0,793	0,790	8,031
15,6	0,689	0,345	8,031
15,7	0,610	-0,325	8,189
15,8	0,538	-0,539	8,189
15,9	0,458	-0,224	8,189
16,0	0,366	0,177	8,189
16,1	0,275	0,273	8,329
16,2	0,204	0,079	8,346
16,3	0,164	-0,123	8,346
16,4	0,150	-0,138	8,346
16,5	0,145	-0,009	8,364
16,6	0,134	0,103	8,434
16,7	0,112	0,105	8,504
16,8	0,085	0,034	8,504
16,9	0,062	-0,031	8,504
17,0	0,050	-0,052	8,504
17,1	0,049	-0,043	8,574
17,2	0,052	-0,021	8,644
17,3	0,056	0,008	8,661
17,4	0,057	0,040	8,644
17,5	0,055	0,056	8,661
17,6	0,049	0,042	8,661
17,7	0,040	0,010	8,819
17,8	0,030	-0,012	8,819
17,9	0,021	-0,015	8,819
18,0	0,014	-0,011	8,819
18,1	0,011	-0,012	8,819
18,2	0,011	-0,014	8,819
18,3	0,011	-0,009	8,976
18,4	0,013	-0,006	8,976
18,5	0,015	-0,009	8,976
18,6	0,019	-0,008	8,976
18,7	0,024	0,010	9,064
18,8	0,030	0,030	9,099
18,9	0,035	0,021	9,134
19,0	0,040	-0,019	9,134
19,1	0,045	-0,044	9,134
19,2	0,053	-0,014	9,134
19,3	0,063	0,046	9,291
19,4	0,071	0,069	9,291
19,5	0,075	0,022	9,291
19,6	0,073	-0,046	9,291
19,7	0,063	-0,064	9,309
19,8	0,051	-0,023	9,309
19,9	0,038	0,022	9,449
20,0	0,029	0,026	9,449
20,1	0,023	-0,002	9,449
20,2	0,019	-0,019	9,449
20,3	0,016	-0,013	9,501
20,4	0,015	-0,002	9,554
20,5	0,017	0,000	9,606
20,6	0,023	0,003	9,606
20,7	0,033	0,023	9,606
20,8	0,044	0,045	9,606
20,9	0,054	0,041	9,764
21,0	0,062	0,002	9,764
21,1	0,067	-0,047	9,764
21,2	0,070	-0,069	9,764
21,3	0,069	-0,050	9,764
21,4	0,063	-0,003	9,781
21,5	0,052	0,035	9,921
21,6	0,038	0,040	9,921
21,7	0,026	0,014	9,939
21,8	0,019	-0,012	9,921
21,9	0,019	-0,009	10,079
22,0	0,024	0,017	10,079
22,1	0,031	0,032	10,079
22,2	0,038	0,010	10,079
22,3	0,042	-0,029	10,079
22,4	0,043	-0,040	10,184
22,5	0,040	-0,010	10,236
22,6	0,035	0,026	10,236
22,7	0,028	0,028	10,236
22,8	0,020	0,002	10,236
22,9	0,014	-0,012	10,236
23,0	0,013	0,002	10,341
23,1	0,015	0,017	10,394
23,2	0,021	0,006	10,394
23,3	0,027	-0,022	10,394
23,4	0,032	-0,028	10,394
23,5	0,035	-0,002	10,534
23,6	0,034	0,027	10,551
23,7	0,029	0,028	10,551
23,8	0,023	0,007	10,551
23,9	0,018	-0,010	10,621
24,0	0,015	-0,015	10,674
24,1	0,017	-0,015	10,709
24,2	0,022	-0,014	10,709
24,3	0,029	0,000	10,709
24,4	0,034	0,025	10,709
24,5	0,036	0,036	10,814
24,6	0,036	0,016	10,849
24,7	0,036	-0,020	10,866
24,8	0,037	-0,036	10,866
24,9	0,038	-0,020	10,884
25,0	0,037	0,009	10,936
25,1	0,035	0,030	10,936
25,2	0,033	0,034	11,024
25,3	0,033	0,022	11,024
25,4	0,034	-0,003	11,024
25,5	0,034	-0,028	11,094
25,6	0,032	-0,030	11,129
25,7	0,027	-0,005	11,181
25,8	0,023	0,019	11,181
25,9	0,020	0,013	11,181
26,0	0,019	-0,010	11,181
26,1	0,018	-0,015	11,339
26,2	0,016	0,005	11,269
26,3	0,014	0,016	11,339
26,4	0,013	0,001	11,339
26,5	0,017	-0,010	11,356
26,6	0,023	0,010	11,339
26,7	0,029	0,032	11,444
26,8	0,033	0,011	11,496
26,9	0,036	-0,030	11,496
27,0	0,041	-0,025	11,496
27,1	0,048	0,030	11,531
27,2	0,057	0,051	11,514
27,3	0,067	-0,011	11,654
27,4	0,079	-0,080	11,654
27,5	0,097	-0,043	11,654
27,6	0,121	0,078	11,654
27,7	0,148	0,142	11,671
27,8	0,174	0,063	11,724
27,9	0,197	-0,095	11,811
28,0	0,231	-0,225	11,811
28,1	0,294	-0,280	11,864
28,2	0,398	-0,213	11,811
28,3	0,539	0,068	11,969
28,4	0,698	0,532	11,969
28,5	0,844	0,839	11,969
28,6	0,960	0,569	11,969
28,7	1,035	-0,246	12,056
28,8	1,066	-0,964	12,126
28,9	1,042	-0,918	12,126
29,0	0,947	-0,165	12,126
29,1	0,781	0,542	12,126
29,2	0,574	0,590	12,126
29,3	0,379	0,137	12,283
29,4	0,251	-0,186	12,283
29,5	0,207	-0,074	12,283
29,6	0,216	0,189	12,283
29,7	0,226	0,217	12,283
29,8	0,199	0,027	12,283
29,9	0,140	-0,094	12,423
30,0	0,085	-0,042	12,441
30,1	0,069	0,011	12,441
30,2	0,093	-0,062	12,441
30,3	0,127	-0,146	12,563
30,4	0,138	-0,090	12,581
30,5	0,117	0,042	12,598
30,6	0,088	0,064	12,598
30,7	0,081	-0,049	12,616
30,8	0,108	-0,122	12,616
30,9	0,151	-0,036	12,756
31,0	0,178	0,113	12,756
31,1	0,168	0,157	12,756
31,2	0,128	0,076	12,756
31,3	0,080	-0,011	12,791
31,4	0,047	-0,032	12,843
31,5	0,037	-0,027	12,913
31,6	0,044	-0,042	12,913
31,7	0,057	-0,046	12,913
31,8	0,065	0,001	12,913
31,9	0,067	0,059	12,983
32,0	0,062	0,056	13,053
32,1	0,054	-0,003	13,071
32,2	0,043	-0,040	13,071
32,3	0,036	-0,012	13,071
32,4	0,036	0,032	13,088
32,5	0,042	0,027	13,193
32,6	0,050	-0,021	13,228
32,7	0,052	-0,050	13,228
32,8	0,045	-0,032	13,228
32,9	0,031	0,005	13,263
33,0	0,017	0,017	13,298
33,1	0,011	0,001	13,386
33,2	0,014	-0,016	13,386
33,3	0,022	-0,016	13,386
33,4	0,031	0,000	13,403
33,5	0,038	0,024	13,438
33,6	0,043	0,043	13,543
33,7	0,047	0,041	13,543
33,8	0,047	0,016	13,543
33,9	0,042	-0,015	13,543
34,0	0,032	-0,029	13,561
34,1	0,020	-0,020	13,701
34,2	0,010	-0,006	13,701
34,3	0,005	-0,003	13,701
34,4	0,004	-0,007	13,701
34,5	0,005	-0,005	13,736
34,6	0,005	0,001	13,788
34,7	0,005	0,001	13,858
34,8	0,006	-0,006	13,858
34,9	0,010	-0,009	13,858
35,0	0,017	0,001	13,858
35,1	0,024	0,017	13,928
35,2	0,030	0,028	14,016
35,3	0,033	0,029	14,016
35,4	0,037	0,020	14,016
35,5	0,040	0,000	14,016
35,6	0,043	-0,026	14,016
35,7	0,044	-0,043	14,173
35,8	0,042	-0,037	14,173
35,9	0,037	-0,013	14,173
36,0	0,029	0,012	14,173
36,1	0,020	0,020	14,191
36,2	0,013	0,011	14,191
36,3	0,008	-0,001	14,331
36,4	0,007	-0,005	14,331
36,5	0,008	0,000	14,331
36,6	0,011	0,007	14,331
36,7	0,015	0,014	14,436
36,8	0,019	0,018	14,471
36,9	0,022	0,018	14,488
37,0	0,025	0,013	14,488
37,1	0,026	0,002	14,488
37,2	0,028	-0,009	14,506
37,3	0,029	-0,019	14,646
37,4	0,029	-0,027	14,646
37,5	0,029	-0,029	14,646
37,6	0,028	-0,026	14,646
37,7	0,027	-0,016	14,751
37,8	0,025	-0,004	14,751
37,9	0,021	0,006	14,803
38,0	0,017	0,011	14,803
38,1	0,012	0,011	14,803
38,2	0,008	0,008	14,803
38,3	0,007	0,004	14,891
38,4	0,010	0,006	14,961
38,5	0,016	0,014	14,961
38,6	0,023	0,023	14,961
38,7	0,028	0,024	14,996
38,8	0,032	0,012	15,083
38,9	0,031	-0,007	15,118
39,0	0,028	-0,022	15,118
39,1	0,024	-0,024	15,118
39,2	0,018	-0,016	15,118
39,3	0,014	-0,006	15,188
39,4	0,011	0,000	15,258
39,5	0,008	0,003	15,276
39,6	0,006	0,005	15,276
39,7	0,004	0,005	15,276
39,8	0,003	0,002	15,293
39,9	0,004	0,001	15,433
40,0	0,007	0,006	15,433
40,1	0,013	0,014	15,433
40,2	0,019	0,015	15,433
40,3	0,022	0,004	15,451
40,4	0,020	-0,011	15,486
40,5	0,015	-0,016	15,591
40,6	0,009	-0,009	15,591
40,7	0,007	-0,004	15,591
40,8	0,009	-0,007	15,591
40,9	0,013	-0,008	15,661
41,0	0,018	0,002	15,713
41,1	0,019	0,016	15,748
41,2	0,017	0,016	15,748
41,3	0,014	0,001	15,748
41,4	0,013	-0,011	15,801
41,5	0,016	-0,003	15,906
41,6	0,022	0,015	15,906
41,7	0,031	0,030	15,906
41,8	0,047	0,045	15,906
41,9	0,072	0,064	15,906
42,0	0,109	0,060	15,888
42,1	0,157	-0,014	16,080
42,2	0,211	-0,153	16,080
42,3	0,263	-0,262	16,080
42,4	0,303	-0,225	16,063
42,5	0,327	-0,026	16,203
42,6	0,332	0,209	16,168
42,7	0,320	0,318	16,220
42,8	0,293	0,241	16,220
42,9	0,255	0,056	16,220
43,0	0,208	-0,099	16,238
43,1	0,155	-0,146	16,343
43,2	0,103	-0,099	16,378
43,3	0,060	-0,025	16,378
43,4	0,032	0,016	16,378
43,5	0,025	0,003	16,395
43,6	0,036	-0,037	16,500
43,7	0,056	-0,057	16,535
43,8	0,075	-0,028	16,535
43,9	0,084	0,030	16,535
44,0	0,079	0,070	16,535
44,1	0,062	0,060	16,675
44,2	0,041	0,018	16,675
44,3	0,023	-0,011	16,693
44,4	0,014	-0,005	16,693
44,5	0,017	0,017	16,693
44,6	0,027	0,024	16,693
44,7	0,039	0,004	16,798
44,8	0,048	-0,026	16,833
44,9	0,052	-0,048	16,850
45,0	0,052	-0,048	16,850
45,1	0,051	-0,025	16,850
45,2	0,052	0,010	16,903
45,3	0,052	0,041	17,008
45,4	0,051	0,050	17,008
45,5	0,045	0,032	17,008
45,6	0,035	0,004	17,008
45,7	0,024	-0,013	17,130
45,8	0,014	-0,012	17,165
45,9	0,010	-0,005	17,165
46,0	0,011	-0,006	17,165
46,1	0,016	-0,015	17,165
46,2	0,021	-0,021	17,183
46,3	0,023	-0,017	17,323
46,4	0,022	-0,005	17,323
46,5	0,018	0,007	17,323
46,6	0,012	0,011	17,323
46,7	0,007	0,008	17,323
46,8	0,005	0,003	17,428
46,9	0,006	0,001	17,480
47,0	0,010	0,006	17,480
47,1	0,016	0,015	17,480
47,2	0,021	0,021	17,480
47,3	0,024	0,017	17,620
47,4	0,023	0,006	17,638
47,5	0,018	-0,006	17,638
47,6	0,012	-0,011	17,638
47,7	0,006	-0,007	17,638
47,8	0,004	0,000	17,673
47,9	0,006	0,002	17,760
48,0	0,010	-0,003	17,778
48,1	0,015	-0,013	17,795
48,2	0,019	-0,018	17,795
48,3	0,020	-0,016	17,813
48,4	0,021	-0,009	17,865
48,5	0,023	0,001	17,953
48,6	0,026	0,013	17,953
48,7	0,032	0,027	17,953
48,8	0,037	0,037	17,953
48,9	0,041	0,032	18,058
49,0	0,041	0,009	18,093
49,1	0,038	-0,017	18,110
49,2	0,032	-0,031	18,110
49,3	0,026	-0,024	18,145
49,4	0,020	-0,005	18,128
49,5	0,014	0,008	18,268
49,6	0,011	0,011	18,268
49,7	0,008	0,006	18,268
49,8	0,007	0,001	18,268
49,9	0,007	-0,002	18,408
50,0	0,007	-0,004	18,390
50,1	0,007	-0,006	18,425
50,2	0,006	-0,007	18,425
50,3	0,006	-0,006	18,425
50,4	0,007	-0,004	18,443
50,5	0,009	0,001	18,548
50,6	0,011	0,007	18,583
50,7	0,012	0,011	18,583
50,8	0,010	0,010	18,583
50,9	0,007	0,004	18,600
51,0	0,005	0,000	18,583
51,1	0,005	0,002	18,723
51,2	0,008	0,009	18,740
51,3	0,013	0,011	18,740
51,4	0,017	0,004	18,740
51,5	0,018	-0,007	18,793
51,6	0,015	-0,012	18,898
51,7	0,010	-0,010	18,898
51,8	0,006	-0,006	18,898
51,9	0,005	-0,005	18,898
52,0	0,005	-0,005	18,898
52,1	0,005	-0,002	19,038
52,2	0,005	0,002	19,055
52,3	0,004	0,003	19,055
52,4	0,003	0,000	19,055
52,5	0,004	-0,004	19,055
52,6	0,007	-0,002	19,073
52,7	0,012	0,006	19,195
52,8	0,016	0,015	19,213
52,9	0,018	0,016	19,213
53,0	0,019	0,010	19,213
53,1	0,019	0,001	19,248
53,2	0,018	-0,007	19,230
53,3	0,017	-0,012	19,370
53,4	0,016	-0,015	19,370
53,5	0,015	-0,015	19,370
53,6	0,014	-0,013	19,370
53,7	0,013	-0,009	19,510
53,8	0,012	-0,005	19,528
53,9	0,011	-0,001	19,528
54,0	0,012	0,004	19,528
54,1	0,013	0,009	19,528
54,2	0,014	0,013	19,580
54,3	0,015	0,014	19,685
54,4	0,015	0,011	19,685
54,5	0,015	0,006	19,685
54,6	0,015	0,000	19,685
54,7	0,016	-0,007	19,738
54,8	0,016	-0,014	19,703
54,9	0,016	-0,016	19,843
55,0	0,015	-0,012	19,843
55,1	0,013	-0,002	19,843
55,2	0,011	0,008	19,913
55,3	0,010	0,009	20,000
55,4	0,011	0,002	19,965
55,5	0,015	-0,010	20,000
55,6	0,019	-0,019	20,000
55,7	0,025	-0,020	20,157
55,8	0,031	-0,011	20,122
55,9	0,039	0,010	20,157
56,0	0,049	0,038	20,157
56,1	0,061	0,060	20,157
56,2	0,072	0,060	20,157
56,3	0,082	0,026	20,297
56,4	0,089	-0,030	20,315
56,5	0,092	-0,080	20,315
56,6	0,093	-0,092	20,315
56,7	0,089	-0,060	20,402
56,8	0,081	-0,004	20,332
56,9	0,069	0,040	20,455
57,0	0,052	0,051	20,472
57,1	0,034	0,035	20,472
57,2	0,021	0,015	20,472
57,3	0,014	0,009	20,577
57,4	0,016	0,016	20,595
57,5	0,023	0,021	20,630
57,6	0,030	0,013	20,630
57,7	0,035	-0,005	20,682
57,8	0,035	-0,022	20,700
57,9	0,031	-0,030	20,787
58,0	0,026	-0,025	20,787
58,1	0,021	-0,015	20,787
58,2	0,017	-0,006	20,787
58,3	0,014	-0,002	20,787
58,4	0,013	0,000	20,787
58,5	0,015	0,002	20,892
58,6	0,019	0,010	20,927
58,7	0,024	0,021	20,945
58,8	0,029	0,029	20,945
58,9	0,031	0,026	21,067
59,0	0,030	0,012	21,102
59,1	0,027	-0,004	21,102
59,2	0,022	-0,015	21,102
59,3	0,018	-0,017	21,137
59,4	0,014	-0,013	21,102
59,5	0,011	-0,010	21,172
59,6	0,009	-0,007	21,155
59,7	0,007	-0,004	21,260
59,8	0,007	-0,001	21,260
59,9	0,007	0,003	21,260
60,0	0,007	0,005	21,260
60,1	0,007	0,006	21,365
60,2	0,007	0,005	21,382
60,3	0,007	0,000	21,417
60,4	0,006	-0,004	21,417
60,5	0,006	-0,006	21,575
60,6	0,006	-0,003	21,575
60,7	0,006	0,003	21,575
60,8	0,005	0,005	21,575
60,9	0,004	0,003	21,575
61,0	0,003	-0,001	21,575
61,1	0,002	-0,002	21,732
61,2	0,003	0,001	21,732
61,3	0,003	0,003	21,732
61,4	0,004	0,004	21,732
61,5	0,004	0,003	21,750
61,6	0,005	0,002	21,802
61,7	0,007	0,001	21,890
61,8	0,008	-0,002	21,890
61,9	0,008	-0,006	21,890
62,0	0,007	-0,008	21,890
62,1	0,005	-0,005	21,977
62,2	0,004	0,000	21,977
62,3	0,003	0,002	22,047
62,4	0,005	-0,001	22,047
62,5	0,007	-0,007	22,047
62,6	0,009	-0,009	22,065
62,7	0,011	-0,006	22,187
62,8	0,011	0,001	22,152
62,9	0,011	0,007	22,205
63,0	0,010	0,010	22,205
63,1	0,009	0,009	22,205
63,2	0,007	0,006	22,257
63,3	0,005	0,003	22,362
63,4	0,004	0,002	22,345
63,5	0,004	0,003	22,362
63,6	0,006	0,004	22,362
63,7	0,008	0,003	22,415
63,8	0,009	-0,001	22,467
63,9	0,010	-0,004	22,520
64,0	0,009	-0,006	22,520
64,1	0,009	-0,008	22,520
64,2	0,010	-0,010	22,537
64,3	0,012	-0,012	22,572
64,4	0,014	-0,013	22,607
64,5	0,015	-0,009	22,677
64,6	0,015	-0,002	22,677
64,7	0,015	0,005	22,677
64,8	0,014	0,010	22,677
64,9	0,012	0,011	22,800
65,0	0,011	0,011	22,835
65,1	0,010	0,010	22,835
65,2	0,009	0,008	22,835
65,3	0,009	0,007	22,975
65,4	0,009	0,006	22,992
65,5	0,011	0,005	22,992
65,6	0,012	0,001	22,992
65,7	0,013	-0,004	22,992
65,8	0,013	-0,009	23,010
65,9	0,012	-0,012	23,097
66,0	0,011	-0,011	23,150
66,1	0,010	-0,008	23,150
66,2	0,008	-0,004	23,150
66,3	0,006	0,000	23,150
66,4	0,004	0,002	23,167
66,5	0,002	0,001	23,290
66,6	0,002	-0,001	23,307
66,7	0,003	-0,002	23,307
66,8	0,006	-0,001	23,325
66,9	0,008	0,002	23,447
67,0	0,010	0,007	23,430
67,1	0,011	0,010	23,465
67,2	0,011	0,011	23,465
67,3	0,011	0,010	23,482
67,4	0,011	0,008	23,500
67,5	0,010	0,005	23,587
67,6	0,010	0,002	23,622
67,7	0,009	0,000	23,622
67,8	0,008	-0,001	23,622
67,9	0,008	-0,003	23,640
68,0	0,008	-0,004	23,692
68,1	0,009	-0,007	23,762
68,2	0,009	-0,008	23,780
68,3	0,008	-0,008	23,780
68,4	0,008	-0,006	23,780
68,5	0,007	-0,003	23,815
68,6	0,006	0,000	23,797
68,7	0,006	0,003	23,937
68,8	0,006	0,006	23,937
68,9	0,006	0,006	23,955
69,0	0,006	0,005	23,937
69,1	0,005	0,003	24,042
69,2	0,004	0,002	24,094
69,3	0,004	0,002	24,094
69,4	0,005	0,003	24,094
69,5	0,007	0,003	24,129
69,6	0,010	0,000	24,199
69,7	0,013	-0,006	24,252
69,8	0,015	-0,013	24,252
69,9	0,018	-0,018	24,252
70,0	0,020	-0,015	24,252
70,1	0,023	-0,004	24,252
70,2	0,025	0,011	24,304
70,3	0,028	0,025	24,392
70,4	0,030	0,030	24,409
70,5	0,032	0,025	24,409
70,6	0,032	0,011	24,409
70,7	0,031	-0,006	24,479
70,8	0,029	-0,019	24,567
70,9	0,025	-0,024	24,567
71,0	0,021	-0,021	24,567
71,1	0,017	-0,015	24,567
71,2	0,014	-0,008	24,584
71,3	0,012	-0,004	24,724
71,4	0,011	0,001	24,724
71,5	0,011	0,005	24,724
71,6	0,011	0,009	24,724
71,7	0,011	0,011	24,742
71,8	0,012	0,011	24,794
71,9	0,012	0,010	24,882
72,0	0,013	0,007	24,882
72,1	0,014	0,003	24,882
72,2	0,015	-0,002	24,882
72,3	0,016	-0,008	24,987
72,4	0,016	-0,012	25,039
72,5	0,016	-0,015	25,039
72,6	0,015	-0,015	25,039
72,7	0,016	-0,014	25,039
72,8	0,016	-0,011	25,092
72,9	0,016	-0,005	25,179
73,0	0,015	0,003	25,197
73,1	0,014	0,009	25,197
73,2	0,013	0,012	25,197
73,3	0,011	0,011	25,267
73,4	0,010	0,008	25,337
73,5	0,008	0,005	25,354
73,6	0,008	0,002	25,354
73,7	0,007	-0,001	25,424
73,8	0,007	-0,003	25,442
73,9	0,006	-0,006	25,512
74,0	0,006	-0,006	25,512
74,1	0,005	-0,003	25,512
74,2	0,005	0,000	25,512
74,3	0,006	0,003	25,512
74,4	0,007	0,006	25,512
74,5	0,009	0,009	25,652
74,6	0,011	0,010	25,669
74,7	0,013	0,009	25,669
74,8	0,013	0,005	25,669
74,9	0,013	0,000	25,809
75,0	0,012	-0,003	25,827
75,1	0,011	-0,005	25,827
75,2	0,012	-0,006	25,827
75,3	0,014	-0,010	25,827
75,4	0,016	-0,015	25,862
75,5	0,017	-0,017	25,897
75,6	0,016	-0,014	25,967
75,7	0,015	-0,009	25,984
75,8	0,013	-0,005	25,984
75,9	0,013	0,000	25,984
76,0	0,014	0,005	26,002
76,1	0,015	0,011	26,142
76,2	0,016	0,015	26,142
76,3	0,016	0,016	26,142
76,4	0,016	0,013	26,142
76,5	0,016	0,008	26,264
76,6	0,016	0,004	26,247
76,7	0,017	-0,002	26,299
76,8	0,018	-0,009	26,299
76,9	0,018	-0,014	26,299
77,0	0,016	-0,016	26,317
77,1	0,015	-0,015	26,422
77,2	0,013	-0,012	26,422
77,3	0,013	-0,009	26,457
77,4	0,012	-0,006	26,457
77,5	0,012	-0,001	26,509
77,6	0,011	0,005	26,474
77,7	0,010	0,008	26,614
77,8	0,008	0,008	26,614
77,9	0,007	0,006	26,614
78,0	0,006	0,005	26,614
78,1	0,005	0,004	26,684
78,2	0,006	0,004	26,719
78,3	0,006	0,004	26,772
78,4	0,007	0,003	26,772
78,5	0,008	0,001	26,772
78,6	0,009	-0,002	26,772
78,7	0,009	-0,004	26,929
78,8	0,009	-0,006	26,929
78,9	0,008	-0,007	26,929
79,0	0,008	-0,008	26,929
79,1	0,008	-0,008	26,947
79,2	0,008	-0,007	26,947
79,3	0,007	-0,006	27,087
79,4	0,007	-0,003	27,087
79,5	0,007	-0,001	27,087
79,6	0,006	0,003	27,087
79,7	0,007	0,005	27,122
79,8	0,007	0,007	27,139
79,9	0,008	0,006	27,244
80,0	0,008	0,004	27,244
80,1	0,008	0,000	27,244
80,2	0,008	-0,002	27,244
80,3	0,008	-0,005	27,367
80,4	0,008	-0,006	27,402
80,5	0,007	-0,007	27,402
80,6	0,006	-0,007	27,402
80,7	0,006	-0,006	27,402
80,8	0,006	-0,005	27,402
80,9	0,006	-0,006	27,559
81,0	0,008	-0,007	27,559
81,1	0,009	-0,006	27,559
81,2	0,009	-0,003	27,559
81,3	0,008	0,001	27,629
81,4	0,007	0,004	27,612
81,5	0,006	0,004	27,717
81,6	0,005	0,005	27,717
81,7	0,005	0,005	27,752
81,8	0,004	0,004	27,752
81,9	0,003	0,002	27,874
82,0	0,002	0,000	27,874
82,1	0,001	-0,001	27,874
82,2	0,001	0,001	27,874
82,3	0,002	0,002	27,892
82,4	0,003	0,002	27,909
82,5	0,003	0,000	28,031
82,6	0,003	-0,001	28,031
82,7	0,003	-0,002	28,031
82,8	0,002	-0,002	28,031
82,9	0,001	-0,001	28,066
83,0	0,001	-0,001	28,136
83,1	0,002	-0,001	28,189
83,2	0,002	-0,001	28,189
83,3	0,002	-0,002	28,189
83,4	0,002	-0,002	28,189
83,5	0,001	-0,001	28,346
83,6	0,001	0,000	28,329
83,7	0,002	0,001	28,346
83,8	0,004	-0,001	28,346
83,9	0,006	-0,003	28,381
84,0	0,008	-0,006	28,416
84,1	0,010	-0,010	28,504
84,2	0,012	-0,012	28,504
84,3	0,014	-0,011	28,504
84,4	0,015	-0,007	28,504
