time [µs]	HF [V]	NF [V]	TGC [dB]
40,2	0,023	-0,022	15,433
40,3	0,031	-0,028	15,486
40,4	0,037	-0,013	15,486
40,5	0,039	0,015	15,573
40,6	0,036	0,033	15,591
40,7	0,030	0,031	15,591
40,8	0,024	0,019	15,591
40,9	0,021	0,011	15,731
41,0	0,021	0,009	15,748
41,1	0,026	0,001	15,748
41,2	0,031	-0,016	15,748
41,3	0,034	-0,031	15,766
41,4	0,032	-0,030	15,766
41,5	0,026	-0,015	15,906
41,6	0,018	0,000	15,906
41,7	0,013	0,005	15,906
41,8	0,011	0,005	15,906
41,9	0,012	0,008	15,941
42,0	0,014	0,013	16,028
42,1	0,015	0,015	16,063
42,2	0,014	0,011	16,063
42,3	0,013	0,006	16,098
42,4	0,012	0,003	16,063
42,5	0,013	0,000	16,220
42,6	0,016	-0,007	16,220
42,7	0,019	-0,016	16,220
42,8	0,020	-0,020	16,220
42,9	0,020	-0,016	16,238
43,0	0,019	-0,008	16,238
43,1	0,020	0,001	16,378
43,2	0,021	0,011	16,378
43,3	0,023	0,020	16,378
43,4	0,023	0,023	16,378
43,5	0,021	0,017	16,413
43,6	0,017	0,007	16,518
43,7	0,014	0,002	16,535
43,8	0,014	0,002	16,535
43,9	0,018	-0,001	16,535
44,0	0,025	-0,014	16,553
44,1	0,033	-0,030	16,693
44,2	0,038	-0,036	16,693
44,3	0,040	-0,023	16,693
44,4	0,040	0,001	16,693
44,5	0,038	0,023	16,693
44,6	0,036	0,034	16,728
44,7	0,033	0,033	16,833
44,8	0,030	0,024	16,850
44,9	0,026	0,012	16,850
45,0	0,022	0,003	16,850
45,1	0,019	-0,003	16,903
45,2	0,018	-0,007	16,885
45,3	0,019	-0,013	17,008
45,4	0,021	-0,019	17,008
45,5	0,022	-0,022	17,008
45,6	0,021	-0,016	17,025
45,7	0,018	-0,005	17,165
45,8	0,013	0,004	17,165
45,9	0,009	0,006	17,165
46,0	0,007	0,004	17,165
46,1	0,008	0,005	17,183
46,2	0,010	0,009	17,165
46,3	0,012	0,013	17,323
46,4	0,014	0,012	17,323
46,5	0,015	0,006	17,323
46,6	0,014	-0,002	17,323
46,7	0,013	-0,009	17,323
46,8	0,012	-0,012	17,445
46,9	0,011	-0,010	17,480
47,0	0,011	-0,005	17,480
47,1	0,011	0,001	17,480
47,2	0,012	0,007	17,480
47,3	0,012	0,011	17,638
47,4	0,011	0,010	17,638
47,5	0,009	0,007	17,638
47,6	0,006	0,002	17,638
47,7	0,005	0,001	17,638
47,8	0,005	0,003	17,743
47,9	0,007	0,005	17,795
48,0	0,009	0,002	17,795
48,1	0,011	-0,005	17,795
48,2	0,012	-0,010	17,795
48,3	0,010	-0,010	17,918
48,4	0,008	-0,005	17,935
48,5	0,005	0,000	17,953
48,6	0,003	0,002	17,953
48,7	0,003	0,001	17,953
48,8	0,005	0,001	17,953
48,9	0,007	0,005	18,110
49,0	0,010	0,010	18,110
49,1	0,011	0,010	18,110
49,2	0,011	0,005	18,110
49,3	0,010	-0,002	18,145
49,4	0,008	-0,007	18,180
49,5	0,006	-0,006	18,268
49,6	0,005	-0,001	18,268
49,7	0,006	0,004	18,268
49,8	0,006	0,006	18,268
49,9	0,008	0,007	18,390
50,0	0,009	0,007	18,425
50,1	0,010	0,005	18,425
50,2	0,010	0,001	18,425
50,3	0,010	-0,004	18,443
50,4	0,009	-0,007	18,443
50,5	0,008	-0,007	18,583
50,6	0,007	-0,007	18,583
50,7	0,007	-0,007	18,583
50,8	0,008	-0,007	18,583
50,9	0,010	-0,005	18,618
51,0	0,011	0,001	18,688
51,1	0,011	0,006	18,740
51,2	0,010	0,009	18,740
51,3	0,010	0,009	18,758
51,4	0,010	0,009	18,740
51,5	0,010	0,010	18,863
51,6	0,010	0,009	18,880
51,7	0,010	0,007	18,898
51,8	0,010	0,005	18,898
51,9	0,010	0,003	18,898
52,0	0,010	0,001	18,898
52,1	0,011	-0,001	19,055
52,2	0,011	-0,004	19,055
52,3	0,011	-0,007	19,055
52,4	0,009	-0,008	19,055
52,5	0,008	-0,008	19,090
52,6	0,007	-0,007	19,073
52,7	0,006	-0,006	19,213
52,8	0,007	-0,006	19,213
52,9	0,008	-0,007	19,213
53,0	0,010	-0,006	19,213
53,1	0,011	-0,001	19,300
53,2	0,013	0,007	19,353
53,3	0,013	0,012	19,370
53,4	0,013	0,012	19,370
53,5	0,011	0,009	19,370
53,6	0,010	0,004	19,370
53,7	0,009	0,002	19,493
53,8	0,009	0,001	19,528
53,9	0,009	0,000	19,528
54,0	0,011	-0,003	19,528
54,1	0,013	-0,007	19,545
54,2	0,013	-0,011	19,598
54,3	0,014	-0,014	19,685
54,4	0,013	-0,012	19,685
54,5	0,012	-0,009	19,685
54,6	0,011	-0,005	19,703
54,7	0,011	-0,001	19,808
54,8	0,012	0,004	19,808
54,9	0,014	0,011	19,843
55,0	0,016	0,016	19,843
55,1	0,017	0,015	19,843
55,2	0,016	0,007	19,843
55,3	0,014	-0,002	19,983
55,4	0,012	-0,007	20,000
55,5	0,011	-0,009	20,000
55,6	0,012	-0,012	20,000
55,7	0,013	-0,012	20,140
55,8	0,011	-0,006	20,070
55,9	0,008	0,002	20,157
56,0	0,004	0,005	20,157
56,1	0,003	0,000	20,157
56,2	0,006	-0,005	20,175
56,3	0,011	-0,002	20,315
56,4	0,016	0,008	20,315
56,5	0,019	0,018	20,315
56,6	0,022	0,023	20,315
56,7	0,026	0,022	20,420
56,8	0,031	0,013	20,472
56,9	0,035	-0,005	20,472
57,0	0,036	-0,024	20,472
57,1	0,031	-0,031	20,472
57,2	0,023	-0,023	20,490
57,3	0,017	-0,012	20,525
57,4	0,018	-0,011	20,507
57,5	0,023	-0,011	20,630
57,6	0,027	0,001	20,630
57,7	0,027	0,020	20,630
57,8	0,021	0,025	20,630
57,9	0,015	0,011	20,735
58,0	0,011	0,000	20,787
58,1	0,013	0,009	20,787
58,2	0,017	0,023	20,787
58,3	0,022	0,021	20,910
58,4	0,027	0,013	20,945
58,5	0,041	0,020	20,945
58,6	0,072	0,015	20,945
58,7	0,125	-0,063	20,945
58,8	0,199	-0,196	20,962
58,9	0,287	-0,230	21,102
59,0	0,380	-0,022	21,102
59,1	0,469	0,343	21,102
59,2	0,548	0,545	21,102
59,3	0,610	0,326	21,102
59,4	0,645	-0,199	21,120
59,5	0,648	-0,599	21,260
59,6	0,614	-0,537	21,260
59,7	0,549	-0,096	21,260
59,8	0,466	0,317	21,260
59,9	0,381	0,379	21,260
60,0	0,308	0,123	21,347
60,1	0,257	-0,158	21,417
60,2	0,229	-0,225	21,417
60,3	0,219	-0,077	21,417
60,4	0,217	0,117	21,417
60,5	0,211	0,206	21,435
60,6	0,194	0,159	21,540
60,7	0,162	0,047	21,575
60,8	0,121	-0,039	21,575
60,9	0,084	-0,061	21,627
61,0	0,063	-0,048	21,610
61,1	0,064	-0,048	21,732
61,2	0,082	-0,078	21,732
61,3	0,102	-0,102	21,732
61,4	0,109	-0,082	21,732
61,5	0,096	-0,024	21,732
61,6	0,072	0,022	21,732
61,7	0,050	0,029	21,890
61,8	0,042	0,018	21,890
61,9	0,052	0,028	21,890
62,0	0,071	0,062	21,907
62,1	0,087	0,087	22,047
62,2	0,092	0,073	22,047
62,3	0,084	0,027	22,047
62,4	0,070	-0,017	22,047
62,5	0,055	-0,039	22,082
62,6	0,042	-0,040	22,082
62,7	0,030	-0,030	22,205
62,8	0,019	-0,018	22,187
62,9	0,012	-0,009	22,205
63,0	0,011	-0,009	22,205
63,1	0,014	-0,016	22,205
63,2	0,021	-0,020	22,205
63,3	0,026	-0,010	22,362
63,4	0,027	0,007	22,362
63,5	0,024	0,019	22,362
63,6	0,018	0,018	22,362
63,7	0,013	0,011	22,380
63,8	0,011	0,003	22,502
63,9	0,012	-0,003	22,520
64,0	0,013	-0,009	22,520
64,1	0,014	-0,013	22,555
64,2	0,014	-0,011	22,607
64,3	0,013	-0,004	22,642
64,4	0,012	0,003	22,642
64,5	0,011	0,007	22,677
64,6	0,011	0,008	22,677
64,7	0,011	0,010	22,712
64,8	0,011	0,012	22,817
64,9	0,012	0,012	22,835
65,0	0,013	0,009	22,835
65,1	0,014	0,005	22,835
65,2	0,014	0,000	22,835
65,3	0,015	-0,006	22,992
65,4	0,016	-0,013	22,992
65,5	0,016	-0,017	22,992
65,6	0,016	-0,014	22,992
65,7	0,015	-0,006	22,992
65,8	0,013	0,002	22,992
65,9	0,010	0,007	23,132
66,0	0,007	0,007	23,115
66,1	0,005	0,005	23,150
66,2	0,004	0,003	23,150
66,3	0,004	0,004	23,272
66,4	0,006	0,006	23,290
66,5	0,008	0,007	23,307
66,6	0,009	0,004	23,307
66,7	0,009	-0,002	23,307
66,8	0,008	-0,007	23,307
66,9	0,007	-0,007	23,447
67,0	0,007	-0,002	23,447
67,1	0,006	0,004	23,465
67,2	0,006	0,006	23,465
67,3	0,005	0,005	23,465
67,4	0,005	0,003	23,570
67,5	0,004	0,002	23,622
67,6	0,004	0,002	23,622
67,7	0,005	0,003	23,622
67,8	0,006	0,001	23,622
67,9	0,007	-0,001	23,692
68,0	0,007	-0,004	23,745
68,1	0,007	-0,005	23,780
68,2	0,006	-0,006	23,780
68,3	0,006	-0,006	23,780
68,4	0,006	-0,004	23,780
68,5	0,007	0,000	23,850
68,6	0,007	0,005	23,832
68,7	0,008	0,007	23,937
68,8	0,007	0,006	23,937
68,9	0,006	0,002	23,990
69,0	0,004	-0,002	24,059
69,1	0,002	-0,002	24,094
69,2	0,002	0,001	24,094
69,3	0,003	0,004	24,094
69,4	0,006	0,005	24,094
69,5	0,009	0,004	24,164
69,6	0,012	0,000	24,199
69,7	0,013	-0,007	24,252
69,8	0,014	-0,013	24,252
69,9	0,015	-0,015	24,252
70,0	0,014	-0,012	24,252
70,1	0,014	-0,006	24,304
70,2	0,013	0,001	24,392
70,3	0,014	0,007	24,409
70,4	0,014	0,012	24,409
70,5	0,015	0,015	24,409
70,6	0,016	0,014	24,479
70,7	0,016	0,010	24,567
70,8	0,015	0,005	24,567
70,9	0,015	-0,001	24,567
71,0	0,014	-0,005	24,567
71,1	0,013	-0,008	24,672
71,2	0,013	-0,011	24,689
71,3	0,012	-0,012	24,724
71,4	0,012	-0,012	24,724
71,5	0,011	-0,011	24,724
71,6	0,011	-0,010	24,724
71,7	0,012	-0,008	24,794
71,8	0,013	-0,004	24,882
71,9	0,013	0,003	24,882
72,0	0,014	0,009	24,882
72,1	0,014	0,013	24,899
72,2	0,013	0,013	24,899
72,3	0,013	0,010	25,022
72,4	0,012	0,004	25,039
72,5	0,011	-0,001	25,039
72,6	0,009	-0,005	25,039
72,7	0,008	-0,006	25,179
72,8	0,007	-0,006	25,197
72,9	0,007	-0,007	25,197
73,0	0,008	-0,008	25,197
73,1	0,009	-0,008	25,197
73,2	0,009	-0,004	25,197
73,3	0,009	0,001	25,284
73,4	0,010	0,007	25,319
73,5	0,009	0,009	25,354
73,6	0,009	0,008	25,354
73,7	0,008	0,005	25,424
73,8	0,006	0,001	25,459
73,9	0,004	-0,002	25,512
74,0	0,003	-0,001	25,512
74,1	0,002	0,001	25,512
74,2	0,003	0,002	25,529
74,3	0,005	0,000	25,582
74,4	0,006	-0,004	25,617
74,5	0,006	-0,006	25,669
74,6	0,005	-0,004	25,669
74,7	0,004	0,000	25,669
74,8	0,003	0,003	25,669
74,9	0,003	0,003	25,757
75,0	0,004	0,003	25,809
75,1	0,005	0,003	25,827
75,2	0,006	0,004	25,827
75,3	0,007	0,002	25,984
75,4	0,008	-0,001	25,932
75,5	0,008	-0,004	25,984
75,6	0,008	-0,005	25,984
75,7	0,007	-0,006	25,984
75,8	0,006	-0,006	25,984
75,9	0,004	-0,005	26,054
76,0	0,003	-0,002	26,054
76,1	0,003	0,001	26,142
76,2	0,003	0,002	26,142
76,3	0,003	0,001	26,142
76,4	0,003	-0,002	26,142
76,5	0,003	-0,003	26,264
76,6	0,003	-0,002	26,299
76,7	0,003	-0,002	26,299
76,8	0,003	-0,002	26,299
76,9	0,004	-0,004	26,352
77,0	0,004	-0,004	26,369
77,1	0,005	-0,004	26,457
77,2	0,006	-0,005	26,457
77,3	0,007	-0,007	26,457
77,4	0,009	-0,006	26,457
77,5	0,010	0,000	26,492
77,6	0,011	0,007	26,527
77,7	0,012	0,011	26,614
77,8	0,012	0,011	26,614
77,9	0,011	0,008	26,614
78,0	0,011	0,004	26,614
78,1	0,012	-0,001	26,754
78,2	0,013	-0,006	26,772
78,3	0,013	-0,011	26,772
78,4	0,012	-0,012	26,772
78,5	0,010	-0,009	26,789
78,6	0,008	-0,004	26,772
78,7	0,006	0,000	26,894
78,8	0,004	0,002	26,929
78,9	0,004	0,003	26,929
79,0	0,004	0,004	26,929
79,1	0,006	0,005	26,982
79,2	0,007	0,004	27,069
79,3	0,008	0,001	27,087
79,4	0,009	-0,003	27,087
79,5	0,009	-0,007	27,087
79,6	0,009	-0,008	27,087
79,7	0,008	-0,008	27,244
79,8	0,008	-0,007	27,244
79,9	0,007	-0,004	27,244
80,0	0,007	0,000	27,244
80,1	0,006	0,004	27,262
80,2	0,007	0,006	27,262
80,3	0,007	0,006	27,367
80,4	0,007	0,003	27,402
80,5	0,008	-0,001	27,402
80,6	0,007	-0,004	27,402
80,7	0,007	-0,006	27,437
80,8	0,006	-0,006	27,489
80,9	0,006	-0,006	27,559
81,0	0,006	-0,006	27,559
81,1	0,006	-0,005	27,559
81,2	0,006	-0,002	27,577
81,3	0,005	0,001	27,664
81,4	0,005	0,003	27,682
81,5	0,004	0,004	27,717
81,6	0,003	0,002	27,717
81,7	0,003	0,000	27,804
81,8	0,002	-0,001	27,839
81,9	0,002	-0,001	27,857
82,0	0,002	-0,001	27,874
82,1	0,002	-0,001	27,874
82,2	0,002	-0,002	27,874
82,3	0,003	-0,003	27,927
82,4	0,004	-0,004	27,979
82,5	0,004	-0,003	28,031
82,6	0,003	-0,002	28,031
82,7	0,003	-0,001	28,031
82,8	0,003	0,000	28,031
82,9	0,003	0,001	28,154
83,0	0,004	0,002	28,189
83,1	0,005	0,004	28,189
83,2	0,006	0,006	28,189
83,3	0,008	0,008	28,206
83,4	0,010	0,008	28,259
83,5	0,011	0,005	28,346
83,6	0,012	0,000	28,346
83,7	0,012	-0,005	28,346
83,8	0,012	-0,009	28,346
83,9	0,011	-0,010	28,434
84,0	0,011	-0,011	28,469
84,1	0,012	-0,012	28,504
84,2	0,013	-0,011	28,504
84,3	0,013	-0,008	28,504
84,4	0,013	-0,002	28,504
