time [µs]	HF [V]	NF [V]	TGC [dB]
167,8	0,006	-0,005	29,764
167,9	0,006	0,000	29,764
168,0	0,006	0,004	29,764
168,1	0,006	0,005	29,764
168,2	0,007	0,005	29,764
168,3	0,006	0,005	29,764
168,4	0,006	0,004	29,764
168,5	0,006	0,003	29,764
168,6	0,006	0,001	29,764
168,7	0,006	-0,001	29,764
168,8	0,005	-0,003	29,764
168,9	0,005	-0,005	29,764
169,0	0,005	-0,006	29,764
169,1	0,004	-0,004	29,764
169,2	0,004	-0,001	29,764
169,3	0,003	0,002	29,764
169,4	0,003	0,003	29,764
169,5	0,002	0,001	29,764
169,6	0,002	0,000	29,764
169,7	0,001	0,000	29,764
169,8	0,001	0,001	29,764
169,9	0,001	0,000	29,764
170,0	0,001	-0,001	29,764
170,1	0,001	-0,001	29,764
170,2	0,002	0,000	29,764
170,3	0,002	0,001	29,764
170,4	0,003	0,002	29,764
170,5	0,003	0,001	29,764
170,6	0,004	-0,001	29,764
170,7	0,004	-0,004	29,764
170,8	0,005	-0,006	29,764
170,9	0,005	-0,006	29,764
171,0	0,005	-0,005	29,764
171,1	0,006	-0,004	29,764
171,2	0,006	-0,002	29,764
171,3	0,006	-0,001	29,764
171,4	0,006	0,001	29,764
171,5	0,005	0,004	29,746
171,6	0,005	0,005	29,764
171,7	0,005	0,004	29,764
171,8	0,005	0,001	29,764
171,9	0,005	-0,001	29,764
172,0	0,005	-0,003	29,764
172,1	0,005	-0,005	29,764
172,2	0,005	-0,006	29,764
172,3	0,004	-0,004	29,764
172,4	0,004	-0,001	29,764
172,5	0,004	0,001	29,764
172,6	0,004	0,002	29,764
172,7	0,004	0,002	29,764
172,8	0,004	0,003	29,764
172,9	0,004	0,003	29,764
173,0	0,004	0,001	29,764
173,1	0,004	-0,002	29,764
173,2	0,005	-0,004	29,764
173,3	0,005	-0,005	29,764
173,4	0,005	-0,004	29,764
173,5	0,006	-0,001	29,764
173,6	0,006	0,003	29,764
173,7	0,006	0,006	29,764
173,8	0,006	0,007	29,764
173,9	0,006	0,004	29,764
174,0	0,006	-0,001	29,764
174,1	0,006	-0,004	29,764
174,2	0,005	-0,005	29,764
174,3	0,005	-0,004	29,764
174,4	0,004	-0,003	29,764
174,5	0,003	-0,002	29,764
174,6	0,003	-0,001	29,764
174,7	0,002	0,000	29,764
174,8	0,002	0,000	29,764
174,9	0,002	-0,001	29,764
175,0	0,002	-0,001	29,764
175,1	0,002	0,001	29,764
175,2	0,002	0,002	29,764
175,3	0,002	0,002	29,764
175,4	0,002	-0,001	29,764
175,5	0,002	-0,003	29,764
175,6	0,002	-0,002	29,764
175,7	0,003	0,000	29,764
175,8	0,003	0,000	29,764
175,9	0,003	-0,002	29,764
176,0	0,003	-0,002	29,764
176,1	0,003	0,001	29,764
176,2	0,003	0,004	29,764
176,3	0,003	0,004	29,764
176,4	0,003	0,001	29,764
176,5	0,002	-0,002	29,764
176,6	0,002	-0,001	29,764
176,7	0,003	0,001	29,764
176,8	0,003	0,002	29,764
176,9	0,003	0,000	29,764
177,0	0,003	-0,002	29,764
177,1	0,003	0,000	29,764
177,2	0,004	0,003	29,764
177,3	0,004	0,004	29,764
177,4	0,004	0,001	29,764
177,5	0,004	-0,003	29,764
177,6	0,004	-0,006	29,764
177,7	0,005	-0,005	29,764
177,8	0,005	-0,004	29,764
177,9	0,005	-0,003	29,764
178,0	0,005	-0,003	29,764
178,1	0,005	-0,002	29,764
178,2	0,005	-0,001	29,764
178,3	0,005	0,001	29,764
178,4	0,006	0,004	29,764
178,5	0,006	0,006	29,764
178,6	0,006	0,004	29,764
178,7	0,006	0,000	29,764
178,8	0,006	-0,004	29,746
178,9	0,006	-0,007	29,764
179,0	0,005	-0,006	29,764
179,1	0,005	-0,003	29,764
179,2	0,005	0,000	29,764
179,3	0,005	0,002	29,764
179,4	0,004	0,002	29,764
179,5	0,004	0,003	29,764
179,6	0,004	0,003	29,764
179,7	0,004	0,003	29,764
179,8	0,004	0,002	29,764
179,9	0,004	0,000	29,764
180,0	0,004	-0,003	29,764
180,1	0,003	-0,004	29,764
180,2	0,003	-0,004	29,764
180,3	0,003	-0,003	29,764
180,4	0,003	-0,001	29,764
180,5	0,003	0,000	29,764
180,6	0,003	0,002	29,764
180,7	0,003	0,002	29,764
180,8	0,003	0,001	29,764
180,9	0,002	-0,001	29,764
181,0	0,002	-0,003	29,764
181,1	0,002	-0,003	29,764
181,2	0,002	-0,002	29,764
181,3	0,003	-0,001	29,764
181,4	0,003	0,000	29,764
181,5	0,003	0,000	29,764
181,6	0,003	0,001	29,764
181,7	0,004	0,004	29,764
181,8	0,004	0,005	29,764
181,9	0,005	0,004	29,746
182,0	0,005	0,001	29,764
182,1	0,005	-0,001	29,764
182,2	0,005	-0,002	29,764
182,3	0,005	-0,004	29,764
182,4	0,005	-0,005	29,764
182,5	0,005	-0,006	29,764
182,6	0,005	-0,004	29,764
182,7	0,005	-0,001	29,764
182,8	0,004	0,001	29,746
182,9	0,004	0,002	29,764
183,0	0,004	0,003	29,764
183,1	0,004	0,003	29,764
183,2	0,003	0,002	29,764
183,3	0,003	-0,001	29,764
183,4	0,003	-0,003	29,764
183,5	0,003	-0,004	29,764
183,6	0,002	-0,003	29,764
183,7	0,002	-0,001	29,764
183,8	0,002	-0,001	29,764
183,9	0,002	-0,001	29,764
184,0	0,002	-0,001	29,764
184,1	0,001	0,000	29,764
184,2	0,001	0,000	29,764
184,3	0,001	-0,001	29,764
184,4	0,001	-0,003	29,764
184,5	0,002	-0,002	29,764
184,6	0,002	-0,001	29,764
184,7	0,002	0,000	29,764
184,8	0,002	-0,002	29,764
184,9	0,003	-0,004	29,764
185,0	0,003	-0,004	29,764
185,1	0,004	-0,002	29,764
185,2	0,004	0,000	29,764
185,3	0,005	0,001	29,764
185,4	0,005	0,003	29,764
185,5	0,006	0,004	29,764
185,6	0,006	0,003	29,764
185,7	0,006	-0,002	29,764
185,8	0,006	-0,006	29,764
185,9	0,006	-0,007	29,764
186,0	0,005	-0,003	29,764
186,1	0,005	0,001	29,764
186,2	0,005	0,003	29,764
186,3	0,004	0,002	29,764
186,4	0,004	0,001	29,764
186,5	0,004	0,002	29,764
186,6	0,003	0,003	29,764
186,7	0,003	0,003	29,764
186,8	0,003	0,002	29,764
186,9	0,003	0,000	29,764
187,0	0,003	-0,002	29,764
187,1	0,003	-0,003	29,764
187,2	0,003	-0,002	29,764
187,3	0,003	0,000	29,764
187,4	0,003	0,003	29,764
187,5	0,003	0,002	29,764
187,6	0,002	0,000	29,746
187,7	0,002	-0,003	29,764
187,8	0,002	-0,002	29,764
187,9	0,002	-0,001	29,764
188,0	0,001	0,000	29,764
188,1	0,001	0,000	29,764
188,2	0,001	0,000	29,764
188,3	0,002	0,000	29,764
188,4	0,002	0,000	29,764
188,5	0,002	-0,001	29,764
188,6	0,003	-0,001	29,764
188,7	0,003	0,001	29,764
188,8	0,003	0,004	29,764
188,9	0,004	0,005	29,764
189,0	0,004	0,002	29,764
189,1	0,004	-0,002	29,764
189,2	0,004	-0,004	29,764
189,3	0,003	-0,004	29,764
189,4	0,003	-0,001	29,764
189,5	0,003	0,000	29,764
189,6	0,002	0,000	29,764
189,7	0,002	-0,001	29,764
189,8	0,002	-0,001	29,764
189,9	0,002	0,001	29,764
190,0	0,002	0,002	29,764
190,1	0,002	0,003	29,764
190,2	0,003	0,003	29,764
190,3	0,003	0,001	29,764
190,4	0,004	-0,001	29,764
190,5	0,004	-0,003	29,764
190,6	0,005	-0,005	29,746
190,7	0,005	-0,004	29,764
190,8	0,006	-0,001	29,764
190,9	0,006	0,003	29,764
191,0	0,006	0,006	29,764
191,1	0,005	0,005	29,764
191,2	0,005	0,003	29,746
191,3	0,005	0,000	29,764
191,4	0,004	-0,003	29,764
191,5	0,004	-0,003	29,764
191,6	0,003	-0,003	29,764
191,7	0,003	-0,002	29,764
191,8	0,002	0,000	29,764
191,9	0,002	0,001	29,764
192,0	0,002	0,002	29,764
192,1	0,002	0,002	29,764
192,2	0,002	0,001	29,764
192,3	0,002	0,000	29,764
192,4	0,002	-0,001	29,746
192,5	0,002	0,000	29,764
192,6	0,003	0,000	29,764
192,7	0,003	-0,001	29,764
192,8	0,003	-0,003	29,764
192,9	0,004	-0,005	29,764
193,0	0,004	-0,005	29,764
193,1	0,004	-0,003	29,764
193,2	0,004	0,000	29,764
193,3	0,005	0,003	29,764
193,4	0,005	0,003	29,764
193,5	0,005	0,001	29,764
193,6	0,005	-0,001	29,764
193,7	0,005	-0,004	29,764
193,8	0,005	-0,006	29,746
193,9	0,005	-0,006	29,764
194,0	0,005	-0,004	29,764
194,1	0,005	0,000	29,764
194,2	0,005	0,004	29,764
194,3	0,005	0,004	29,764
194,4	0,004	0,000	29,764
194,5	0,004	-0,003	29,764
194,6	0,004	-0,004	29,764
194,7	0,003	-0,001	29,764
194,8	0,003	0,001	29,764
194,9	0,003	0,000	29,764
195,0	0,003	-0,003	29,764
195,1	0,003	-0,003	29,764
195,2	0,002	0,001	29,764
195,3	0,002	0,003	29,764
195,4	0,002	0,003	29,764
195,5	0,002	0,000	29,764
195,6	0,002	-0,001	29,764
195,7	0,003	0,001	29,764
195,8	0,003	0,001	29,764
195,9	0,003	0,000	29,764
196,0	0,003	-0,003	29,746
196,1	0,003	-0,003	29,764
196,2	0,003	-0,001	29,764
196,3	0,003	0,002	29,764
196,4	0,003	0,003	29,764
196,5	0,003	0,002	29,764
196,6	0,003	0,002	29,746
196,7	0,003	0,000	29,764
196,8	0,004	-0,002	29,764
196,9	0,004	-0,004	29,764
197,0	0,004	-0,002	29,746
197,1	0,004	0,001	29,764
197,2	0,004	0,002	29,764
197,3	0,004	-0,002	29,764
197,4	0,004	-0,006	29,764
197,5	0,004	-0,005	29,764
197,6	0,005	0,000	29,764
197,7	0,005	0,002	29,764
197,8	0,005	0,002	29,764
197,9	0,005	0,002	29,764
198,0	0,005	0,004	29,764
198,1	0,004	0,004	29,764
198,2	0,004	0,000	29,764
198,3	0,004	-0,005	29,764
198,4	0,003	-0,005	29,764
198,5	0,003	-0,001	29,764
198,6	0,003	0,001	29,764
198,7	0,002	0,001	29,764
198,8	0,002	0,000	29,764
198,9	0,002	-0,001	29,764
199,0	0,002	-0,001	29,764
199,1	0,002	-0,003	29,764
199,2	0,003	-0,002	29,764
199,3	0,004	0,002	29,764
199,4	0,004	0,005	29,746
199,5	0,005	0,001	29,764
199,6	0,006	-0,005	29,764
199,7	0,007	-0,004	29,764
199,8	0,007	0,002	29,746
199,9	0,007	0,005	29,764
