waveform	[0]
t0	01-01-1904  00:00:00.000000
delta t	2.500000E-5

time	Y[0]
01-01-1904  00:00:00.008850	6.222531E-1
01-01-1904  00:00:00.008875	6.044040E-1
01-01-1904  00:00:00.008900	6.184283E-1
01-01-1904  00:00:00.008925	6.107787E-1
01-01-1904  00:00:00.008950	6.197033E-1
01-01-1904  00:00:00.008975	6.120536E-1
01-01-1904  00:00:00.009000	6.184283E-1
01-01-1904  00:00:00.009025	6.107787E-1
01-01-1904  00:00:00.009050	6.120536E-1
01-01-1904  00:00:00.009075	6.107787E-1
01-01-1904  00:00:00.009100	6.184283E-1
01-01-1904  00:00:00.009125	6.158784E-1
01-01-1904  00:00:00.009150	6.146035E-1
01-01-1904  00:00:00.009175	6.133286E-1
01-01-1904  00:00:00.009200	6.133286E-1
01-01-1904  00:00:00.009225	6.235281E-1
01-01-1904  00:00:00.009250	6.107787E-1
01-01-1904  00:00:00.009275	6.209782E-1
01-01-1904  00:00:00.009300	6.107787E-1
01-01-1904  00:00:00.009325	6.184283E-1
01-01-1904  00:00:00.009350	6.146035E-1
01-01-1904  00:00:00.009375	6.197033E-1
01-01-1904  00:00:00.009400	6.184283E-1
01-01-1904  00:00:00.009425	6.133286E-1
01-01-1904  00:00:00.009450	6.095037E-1
01-01-1904  00:00:00.009475	6.146035E-1
01-01-1904  00:00:00.009500	6.146035E-1
01-01-1904  00:00:00.009525	6.171534E-1
01-01-1904  00:00:00.009550	6.197033E-1
01-01-1904  00:00:00.009575	6.133286E-1
01-01-1904  00:00:00.009600	6.171534E-1
01-01-1904  00:00:00.009625	6.069539E-1
01-01-1904  00:00:00.009650	6.209782E-1
01-01-1904  00:00:00.009675	6.133286E-1
01-01-1904  00:00:00.009700	6.171534E-1
01-01-1904  00:00:00.009725	6.095037E-1
01-01-1904  00:00:00.009750	6.120536E-1
01-01-1904  00:00:00.009775	6.235281E-1
01-01-1904  00:00:00.009800	6.069539E-1
01-01-1904  00:00:00.009825	6.209782E-1
01-01-1904  00:00:00.009850	6.095037E-1
01-01-1904  00:00:00.009875	6.158784E-1
01-01-1904  00:00:00.009900	6.095037E-1
01-01-1904  00:00:00.009925	6.158784E-1
01-01-1904  00:00:00.009950	6.248030E-1
01-01-1904  00:00:00.009975	6.069539E-1
01-01-1904  00:00:00.010000	6.222531E-1
01-01-1904  00:00:00.010025	6.069539E-1
01-01-1904  00:00:00.010050	6.158784E-1
01-01-1904  00:00:00.010075	6.120536E-1
01-01-1904  00:00:00.010100	6.209782E-1
01-01-1904  00:00:00.010125	6.146035E-1
01-01-1904  00:00:00.010150	6.120536E-1
01-01-1904  00:00:00.010175	6.095037E-1
01-01-1904  00:00:00.010200	6.107787E-1
01-01-1904  00:00:00.010225	6.197033E-1
01-01-1904  00:00:00.010250	6.158784E-1
01-01-1904  00:00:00.010275	6.158784E-1
01-01-1904  00:00:00.010300	6.133286E-1
01-01-1904  00:00:00.010325	6.222531E-1
01-01-1904  00:00:00.010350	6.056789E-1
01-01-1904  00:00:00.010375	6.209782E-1
01-01-1904  00:00:00.010400	6.107787E-1
01-01-1904  00:00:00.010425	6.209782E-1
